"Query"	"GWAS_Trait"	"RS_Number"	"Position_GRCh37"	"Alleles"	"R2"	"D'"	"Risk_Allele"	"Effect_Size_95_CI"	"Beta_or_OR"	"P_value"
"rs10849944"	"Diastolic blood pressure x smoking status (ever vs never) interaction (2df test)"	"rs4375492"	"chr12:111835990"	"A=0.788, G=0.212"	"1"	"1"	"NR"	NA	NA	8e-13
"rs111338191"	"Lymphocyte percentage of white cells"	"rs111338191"	"chr12:111826477"	"-=0.465, AATT=0.535"	"1"	"1"	"0.5198"	"0.04198339"	"0.035-0.049"	2e-31
"rs111338191"	"Neutrophil percentage of white cells"	"rs111338191"	"chr12:111826477"	"-=0.465, AATT=0.535"	"1"	"1"	"0.5197"	"0.05131538"	"0.044-0.058"	8e-46
"rs111338191"	"Rheumatoid arthritis"	"rs10774624"	"chr12:111833788"	"A=0.54, G=0.46"	"0.901082598678299"	"0.958946713663695"	"0.5"	"1.09"	"1.06-1.13"	7e-09
"rs111338191"	"Vitiligo"	"rs10774624"	"chr12:111833788"	"A=0.54, G=0.46"	"0.901082598678299"	"0.958946713663695"	"0.5048"	"1.2693577"	"1.2-1.33"	6e-23
"rs111338191"	"Systolic blood pressure"	"rs10774624"	"chr12:111833788"	"A=0.54, G=0.46"	"0.901082598678299"	"0.958946713663695"	"0.6576"	"0.481"	"0.38-0.59"	3e-19
"rs111338191"	"Intraocular pressure"	"rs10774624"	"chr12:111833788"	"A=0.54, G=0.46"	"0.901082598678299"	"0.958946713663695"	"0.485"	"0.082"	"0.057-0.107"	3e-10
"rs111338191"	"Eosinophil counts"	"rs10774624"	"chr12:111833788"	"A=0.54, G=0.46"	"0.901082598678299"	"0.958946713663695"	"NR"	NA	NA	1e-300
"rs111338191"	"Interleukin-27 levels"	"rs10774624"	"chr12:111833788"	"A=0.54, G=0.46"	"0.901082598678299"	"0.958946713663695"	"0.53"	"0.0739"	NA	8e-19
"rs111338191"	"C-X-C motif chemokine 16 levels"	"rs10774624"	"chr12:111833788"	"A=0.54, G=0.46"	"0.901082598678299"	"0.958946713663695"	"0.53"	"0.0718"	NA	6e-19
"rs111338191"	"Fibrinogen levels"	"rs7310615"	"chr12:111865049"	"C=0.449, G=0.551"	"0.940765855604308"	"1"	"0.5"	"0.0069"	NA	2e-13
"rs111338191"	"Systolic blood pressure x alcohol consumption (light vs heavy) interaction (2df test)"	"rs7310615"	"chr12:111865049"	"C=0.449, G=0.551"	"0.940765855604308"	"1"	"0.5"	NA	NA	4e-14
"rs111338191"	"Mean arterial pressure x alcohol consumption interaction (2df test)"	"rs7310615"	"chr12:111865049"	"C=0.449, G=0.551"	"0.940765855604308"	"1"	"0.45"	NA	NA	2e-20
"rs111338191"	"Mean arterial pressure x alcohol consumption interaction (2df test)"	"rs7310615"	"chr12:111865049"	"C=0.449, G=0.551"	"0.940765855604308"	"1"	"0.49"	NA	NA	3e-16
"rs111338191"	"Mean arterial pressure x alcohol consumption (light vs heavy) interaction (2df test)"	"rs7310615"	"chr12:111865049"	"C=0.449, G=0.551"	"0.940765855604308"	"1"	"0.5"	NA	NA	5e-20
"rs111338191"	"Diastolic blood pressure x alcohol consumption interaction (2df test)"	"rs7310615"	"chr12:111865049"	"C=0.449, G=0.551"	"0.940765855604308"	"1"	"0.49"	NA	NA	7e-58
"rs111338191"	"Systolic blood pressure x alcohol consumption interaction (2df test)"	"rs7310615"	"chr12:111865049"	"C=0.449, G=0.551"	"0.940765855604308"	"1"	"0.49"	NA	NA	3e-30
"rs111338191"	"HDL cholesterol levels x alcohol consumption (drinkers vs non-drinkers) interaction (2df)"	"rs7310615"	"chr12:111865049"	"C=0.449, G=0.551"	"0.940765855604308"	"1"	"NR"	NA	NA	2e-09
"rs111338191"	"LDL cholesterol levels x alcohol consumption (drinkers vs non-drinkers) interaction (2df)"	"rs7310615"	"chr12:111865049"	"C=0.449, G=0.551"	"0.940765855604308"	"1"	"NR"	NA	NA	1e-08
"rs111338191"	"LDL cholesterol levels x alcohol consumption (drinkers vs non-drinkers) interaction (2df)"	"rs7310615"	"chr12:111865049"	"C=0.449, G=0.551"	"0.940765855604308"	"1"	"NR"	NA	NA	2e-12
"rs111338191"	"LDL cholesterol levels x alcohol consumption (regular vs non-regular drinkers) interaction (2df)"	"rs7310615"	"chr12:111865049"	"C=0.449, G=0.551"	"0.940765855604308"	"1"	"NR"	NA	NA	2e-11
"rs111338191"	"LDL cholesterol levels x alcohol consumption (regular vs non-regular drinkers) interaction (2df)"	"rs7310615"	"chr12:111865049"	"C=0.449, G=0.551"	"0.940765855604308"	"1"	"NR"	NA	NA	2e-08
"rs111338191"	"White matter microstructure (mode of anisotropy)"	"rs7310615"	"chr12:111865049"	"C=0.449, G=0.551"	"0.940765855604308"	"1"	NA	NA	NA	3e-08
"rs111338191"	"Myeloproliferative neoplasms"	"rs7310615"	"chr12:111865049"	"C=0.449, G=0.551"	"0.940765855604308"	"1"	"0.4768"	"1.27"	"1.21-1.34"	3e-19
"rs111338191"	"Left ventricular end-diastolic volume"	"rs7310615"	"chr12:111865049"	"C=0.449, G=0.551"	"0.940765855604308"	"1"	"NR"	NA	NA	5e-16
"rs111338191"	"Medication use (beta blocking agents)"	"rs7310615"	"chr12:111865049"	"C=0.449, G=0.551"	"0.940765855604308"	"1"	"0.482401"	"0.07970556"	"0.063-0.096"	8e-22
"rs111338191"	"Medication use (agents acting on the renin-angiotensin system)"	"rs7310615"	"chr12:111865049"	"C=0.449, G=0.551"	"0.940765855604308"	"1"	"0.484183"	"0.06573246"	"0.054-0.078"	3e-27
"rs111338191"	"Medication use (diuretics)"	"rs7310615"	"chr12:111865049"	"C=0.449, G=0.551"	"0.940765855604308"	"1"	"0.48155"	"0.064379096"	"0.049-0.08"	5e-16
"rs111338191"	"Autoimmune traits"	"rs7310615"	"chr12:111865049"	"C=0.449, G=0.551"	"0.940765855604308"	"1"	"NR"	NA	NA	2e-76
"rs111338191"	"Type 1 diabetes"	"rs3184504"	"chr12:111884608"	"C=0.551, T=0.449"	"0.940765855604308"	"1"	"NR"	NA	NA	3e-27
"rs111338191"	"Systolic blood pressure"	"rs3184504"	"chr12:111884608"	"C=0.551, T=0.449"	"0.940765855604308"	"1"	"0.48"	"0.58"	"0.38-0.78"	5e-09
"rs111338191"	"Diastolic blood pressure"	"rs3184504"	"chr12:111884608"	"C=0.551, T=0.449"	"0.940765855604308"	"1"	"0.48"	"0.48"	"0.36-0.60"	3e-14
"rs111338191"	"Eosinophil counts"	"rs3184504"	"chr12:111884608"	"C=0.551, T=0.449"	"0.940765855604308"	"1"	"0.38"	"7.6"	"5.9-9.3%"	7e-19
"rs111338191"	"Type 1 diabetes"	"rs3184504"	"chr12:111884608"	"C=0.551, T=0.449"	"0.940765855604308"	"1"	"NR"	"1.3"	NA	2e-38
"rs111338191"	"Hypothyroidism"	"rs3184504"	"chr12:111884608"	"C=0.551, T=0.449"	"0.940765855604308"	"1"	"0.502"	"1.2"	"1.14-1.27"	3e-12
"rs111338191"	"Diastolic blood pressure"	"rs3184504"	"chr12:111884608"	"C=0.551, T=0.449"	"0.940765855604308"	"1"	"0.47"	"0.448"	NA	4e-25
"rs111338191"	"Platelet count"	"rs3184504"	"chr12:111884608"	"C=0.551, T=0.449"	"0.940765855604308"	"1"	"NR"	"3.99"	"3.26-4.7210^9/"	1e-26
"rs111338191"	"Platelet count"	"rs3184504"	"chr12:111884608"	"C=0.551, T=0.449"	"0.940765855604308"	"1"	"0.5"	"5.33"	NA	5e-11
"rs111338191"	"Colorectal or endometrial cancer"	"rs3184504"	"chr12:111884608"	"C=0.551, T=0.449"	"0.940765855604308"	"1"	"0.52"	"1.1"	"1.06-1.13"	8e-09
"rs111338191"	"Inflammatory bowel disease"	"rs3184504"	"chr12:111884608"	"C=0.551, T=0.449"	"0.940765855604308"	"1"	"NR"	NA	NA	1e-09
"rs111338191"	"Diastolic blood pressure"	"rs3184504"	"chr12:111884608"	"C=0.551, T=0.449"	"0.940765855604308"	"1"	"0.4615"	"0.5387"	"0.37-0.71"	2e-10
"rs111338191"	"Platelet count"	"rs3184504"	"chr12:111884608"	"C=0.551, T=0.449"	"0.940765855604308"	"1"	"0.5174"	"0.1038733"	"0.097-0.111"	6e-180
"rs111338191"	"Coronary artery disease"	"rs3184504"	"chr12:111884608"	"C=0.551, T=0.449"	"0.940765855604308"	"1"	"0.421808"	"1.07"	"1.04-1.09"	1e-09
"rs111338191"	"Diastolic blood pressure"	"rs3184504"	"chr12:111884608"	"C=0.551, T=0.449"	"0.940765855604308"	"1"	"0.475"	"0.362"	"0.29-0.44"	1e-21
"rs111338191"	"Systolic blood pressure"	"rs3184504"	"chr12:111884608"	"C=0.551, T=0.449"	"0.940765855604308"	"1"	"0.475"	"0.498"	"0.38-0.62"	1e-15
"rs111338191"	"Colorectal cancer"	"rs3184504"	"chr12:111884608"	"C=0.551, T=0.449"	"0.940765855604308"	"1"	"0.53"	"1.09"	"1.06–1.12"	2e-08
"rs111338191"	"Colorectal cancer"	"rs3184504"	"chr12:111884608"	"C=0.551, T=0.449"	"0.940765855604308"	"1"	"0.53"	"1.09"	"1.06-1.12"	2e-08
"rs111338191"	"Blood metabolite levels"	"rs3184504"	"chr12:111884608"	"C=0.551, T=0.449"	"0.940765855604308"	"1"	"0.49"	"0.015"	"0.011-0.019"	6e-18
"rs111338191"	"Beta-2 microglubulin plasma levels"	"rs3184504"	"chr12:111884608"	"C=0.551, T=0.449"	"0.940765855604308"	"1"	"0.49"	"0.02"	"0.012-0.028"	3e-08
"rs111338191"	"Red blood cell traits"	"rs3184504"	"chr12:111884608"	"C=0.551, T=0.449"	"0.940765855604308"	"1"	"0.48"	"0.051"	"0.039-0.063"	4e-19
"rs111338191"	"Systolic blood pressure (cigarette smoking interaction)"	"rs3184504"	"chr12:111884608"	"C=0.551, T=0.449"	"0.940765855604308"	"1"	"NR"	NA	NA	3e-36
"rs111338191"	"Diastolic blood pressure (cigarette smoking interaction)"	"rs3184504"	"chr12:111884608"	"C=0.551, T=0.449"	"0.940765855604308"	"1"	NA	NA	NA	6e-67
"rs111338191"	"Myeloid white cell count"	"rs3184504"	"chr12:111884608"	"C=0.551, T=0.449"	"0.940765855604308"	"1"	"0.5177"	"0.03834367"	"0.031-0.045"	1e-26
"rs111338191"	"Neutrophil count"	"rs3184504"	"chr12:111884608"	"C=0.551, T=0.449"	"0.940765855604308"	"1"	"0.5176"	"0.02475963"	"0.018-0.032"	4e-12
"rs111338191"	"Hematocrit"	"rs3184504"	"chr12:111884608"	"C=0.551, T=0.449"	"0.940765855604308"	"1"	"0.5174"	"0.06311912"	"0.056-0.07"	8e-72
"rs111338191"	"Sum basophil neutrophil counts"	"rs3184504"	"chr12:111884608"	"C=0.551, T=0.449"	"0.940765855604308"	"1"	"0.5177"	"0.0259686"	"0.019-0.033"	4e-13
"rs111338191"	"Fibrinogen levels"	"rs3184504"	"chr12:111884608"	"C=0.551, T=0.449"	"0.940765855604308"	"1"	"NR"	"0.0066"	NA	1e-10
"rs111338191"	"Reticulocyte count"	"rs3184504"	"chr12:111884608"	"C=0.551, T=0.449"	"0.940765855604308"	"1"	"0.5174"	"0.0724115"	"0.065-0.079"	7e-91
"rs111338191"	"Primary sclerosing cholangitis"	"rs3184504"	"chr12:111884608"	"C=0.551, T=0.449"	"0.940765855604308"	"1"	"0.5"	"1.18"	"1.13-1.24"	4e-13
"rs111338191"	"Hemoglobin concentration"	"rs3184504"	"chr12:111884608"	"C=0.551, T=0.449"	"0.940765855604308"	"1"	"0.5174"	"0.06470062"	"0.058-0.072"	1e-74
"rs111338191"	"Diastolic blood pressure"	"rs3184504"	"chr12:111884608"	"C=0.551, T=0.449"	"0.940765855604308"	"1"	NA	"0.316"	NA	6e-18
"rs111338191"	"Diastolic blood pressure"	"rs3184504"	"chr12:111884608"	"C=0.551, T=0.449"	"0.940765855604308"	"1"	NA	"0.299"	NA	9e-15
"rs111338191"	"Tonsillectomy"	"rs3184504"	"chr12:111884608"	"C=0.551, T=0.449"	"0.940765855604308"	"1"	"NR"	"1.052"	"1.036-1.069"	3e-10
"rs111338191"	"Sum neutrophil eosinophil counts"	"rs3184504"	"chr12:111884608"	"C=0.551, T=0.449"	"0.940765855604308"	"1"	"0.5176"	"0.03291189"	"0.026-0.04"	3e-20
"rs111338191"	"Diastolic blood pressure"	"rs3184504"	"chr12:111884608"	"C=0.551, T=0.449"	"0.940765855604308"	"1"	NA	"0.401"	NA	2e-64
"rs111338191"	"Systolic blood pressure"	"rs3184504"	"chr12:111884608"	"C=0.551, T=0.449"	"0.940765855604308"	"1"	NA	"0.386"	NA	3e-23
"rs111338191"	"Chronic inflammatory diseases (ankylosing spondylitis, Crohn's disease, psoriasis, primary sclerosing cholangitis, ulcerative colitis) (pleiotropy)"	"rs3184504"	"chr12:111884608"	"C=0.551, T=0.449"	"0.940765855604308"	"1"	"NR"	NA	NA	4e-10
"rs111338191"	"Plateletcrit"	"rs3184504"	"chr12:111884608"	"C=0.551, T=0.449"	"0.940765855604308"	"1"	"0.5175"	"0.114319"	"0.11-0.12"	5e-216
"rs111338191"	"White blood cell count"	"rs3184504"	"chr12:111884608"	"C=0.551, T=0.449"	"0.940765855604308"	"1"	"0.5175"	"0.06308641"	"0.056-0.07"	9e-70
"rs111338191"	"Granulocyte count"	"rs3184504"	"chr12:111884608"	"C=0.551, T=0.449"	"0.940765855604308"	"1"	"0.5177"	"0.03386557"	"0.027-0.041"	3e-21
"rs111338191"	"Hemoglobin levels"	"rs3184504"	"chr12:111884608"	"C=0.551, T=0.449"	"0.940765855604308"	"1"	"NR"	NA	NA	1e-10
"rs111338191"	"Lymphocyte counts"	"rs3184504"	"chr12:111884608"	"C=0.551, T=0.449"	"0.940765855604308"	"1"	"0.5176"	"0.08836465"	"0.081-0.095"	7e-134
"rs111338191"	"Red blood cell count"	"rs3184504"	"chr12:111884608"	"C=0.551, T=0.449"	"0.940765855604308"	"1"	"0.5174"	"0.04902019"	"0.042-0.056"	2e-43
"rs111338191"	"Parental longevity (father's age at death)"	"rs3184504"	"chr12:111884608"	"C=0.551, T=0.449"	"0.940765855604308"	"1"	"0.483"	"0.0145"	"0.0094-0.0196"	4e-08
"rs111338191"	"High density lipoprotein cholesterol levels"	"rs3184504"	"chr12:111884608"	"C=0.551, T=0.449"	"0.940765855604308"	"1"	"0.495"	"0.025"	NA	2e-11
"rs111338191"	"High density lipoprotein cholesterol levels"	"rs3184504"	"chr12:111884608"	"C=0.551, T=0.449"	"0.940765855604308"	"1"	"NR"	"0.024"	NA	9e-12
"rs111338191"	"Systolic blood pressure"	"rs3184504"	"chr12:111884608"	"C=0.551, T=0.449"	"0.940765855604308"	"1"	"0.523"	"0.629"	"0.48-0.77"	2e-17
"rs111338191"	"Primary sclerosing cholangitis"	"rs3184504"	"chr12:111884608"	"C=0.551, T=0.449"	"0.940765855604308"	"1"	"0.488"	"1.18"	"1.12-1.24"	6e-11
"rs111338191"	"Tonsillectomy"	"rs3184504"	"chr12:111884608"	"C=0.551, T=0.449"	"0.940765855604308"	"1"	"0.5"	"1.05"	"1.04-1.06"	3e-10
"rs111338191"	"Colorectal cancer"	"rs3184504"	"chr12:111884608"	"C=0.551, T=0.449"	"0.940765855604308"	"1"	"0.536"	"1.0752687"	"1.05-1.1"	2e-10
"rs111338191"	"Ischemic stroke"	"rs3184504"	"chr12:111884608"	"C=0.551, T=0.449"	"0.940765855604308"	"1"	"NR"	NA	NA	1e-14
"rs111338191"	"Ischemic stroke"	"rs3184504"	"chr12:111884608"	"C=0.551, T=0.449"	"0.940765855604308"	"1"	"NR"	NA	NA	2e-14
"rs111338191"	"Stroke"	"rs3184504"	"chr12:111884608"	"C=0.551, T=0.449"	"0.940765855604308"	"1"	"NR"	NA	NA	9e-12
"rs111338191"	"Stroke"	"rs3184504"	"chr12:111884608"	"C=0.551, T=0.449"	"0.940765855604308"	"1"	"NR"	NA	NA	6e-12
"rs111338191"	"Low density lipoprotein cholesterol levels"	"rs3184504"	"chr12:111884608"	"C=0.551, T=0.449"	"0.940765855604308"	"1"	"0.495"	"0.033"	NA	2e-12
"rs111338191"	"Low density lipoprotein cholesterol levels"	"rs3184504"	"chr12:111884608"	"C=0.551, T=0.449"	"0.940765855604308"	"1"	"NR"	"0.031"	NA	2e-12
"rs111338191"	"Diastolic blood pressure"	"rs3184504"	"chr12:111884608"	"C=0.551, T=0.449"	"0.940765855604308"	"1"	"0.523"	"0.457"	"0.37-0.55"	3e-24
"rs111338191"	"Celiac disease"	"rs3184504"	"chr12:111884608"	"C=0.551, T=0.449"	"0.940765855604308"	"1"	"0.488"	"1.19"	NA	5e-21
"rs111338191"	"Coronary artery disease"	"rs3184504"	"chr12:111884608"	"C=0.551, T=0.449"	"0.940765855604308"	"1"	"0.4721"	"0.0742"	"0.061-0.087"	5e-30
"rs111338191"	"Diastolic blood pressure"	"rs3184504"	"chr12:111884608"	"C=0.551, T=0.449"	"0.940765855604308"	"1"	"0.4594"	"0.032"	NA	3e-20
"rs111338191"	"Total cholesterol levels"	"rs3184504"	"chr12:111884608"	"C=0.551, T=0.449"	"0.940765855604308"	"1"	"0.495"	"0.034"	NA	6e-14
"rs111338191"	"Total cholesterol levels"	"rs3184504"	"chr12:111884608"	"C=0.551, T=0.449"	"0.940765855604308"	"1"	"NR"	"0.033"	NA	2e-14
"rs111338191"	"Diastolic blood pressure"	"rs3184504"	"chr12:111884608"	"C=0.551, T=0.449"	"0.940765855604308"	"1"	"0.4816"	"0.1536"	"0.1-0.2"	2e-09
"rs111338191"	"Eosinophil counts"	"rs3184504"	"chr12:111884608"	"C=0.551, T=0.449"	"0.940765855604308"	"1"	"0.518611"	"0.10407797"	"0.1-0.108"	0
"rs111338191"	"Autoimmune thyroid disease"	"rs3184504"	"chr12:111884608"	"C=0.551, T=0.449"	"0.940765855604308"	"1"	"0.464"	"1.23"	NA	9e-116
"rs111338191"	"Tumor necrosis factor levels"	"rs3184504"	"chr12:111884608"	"C=0.551, T=0.449"	"0.940765855604308"	"1"	"0.48"	"0.03"	"0.02-0.04"	4e-10
"rs111338191"	"Thyroid stimulating hormone levels"	"rs3184504"	"chr12:111884608"	"C=0.551, T=0.449"	"0.940765855604308"	"1"	"0.518234452758415"	"0.0298"	"0.021-0.039"	7e-11
"rs111338191"	"Hematocrit"	"rs3184504"	"chr12:111884608"	"C=0.551, T=0.449"	"0.940765855604308"	"1"	"0.51864"	"0.06413913"	"0.06-0.068"	2e-184
"rs111338191"	"IgA levels"	"rs3184504"	"chr12:111884608"	"C=0.551, T=0.449"	"0.940765855604308"	"1"	"0.3793"	"0.11"	NA	1e-08
"rs111338191"	"Hemoglobin"	"rs3184504"	"chr12:111884608"	"C=0.551, T=0.449"	"0.940765855604308"	"1"	"0.518629"	"0.059101954"	"0.054-0.064"	6e-117
"rs111338191"	"Latent autoimmune diabetes vs. type 2 diabetes"	"rs3184504"	"chr12:111884608"	"C=0.551, T=0.449"	"0.940765855604308"	"1"	"0.52"	"1.24"	"1.151-1.336"	2e-08
"rs111338191"	"High light scatter reticulocyte count"	"rs3184504"	"chr12:111884608"	"C=0.551, T=0.449"	"0.940765855604308"	"1"	"0.51868"	"0.053265437"	"0.049-0.058"	1e-114
"rs111338191"	"Blood protein levels"	"rs3184504"	"chr12:111884608"	"C=0.551, T=0.449"	"0.940765855604308"	"1"	"0.517"	"0.19"	"0.15-0.23"	2e-14
"rs111338191"	"Apolipoprotein A1 levels"	"rs3184504"	"chr12:111884608"	"C=0.551, T=0.449"	"0.940765855604308"	"1"	"0.482682"	"0.0166019"	"0.013-0.02"	3e-17
"rs111338191"	"Glaucoma (multi-trait analysis)"	"rs3184504"	"chr12:111884608"	"C=0.551, T=0.449"	"0.940765855604308"	"1"	"0.52"	"1.0638298"	NA	6e-09
"rs111338191"	"HDL cholesterol levels"	"rs3184504"	"chr12:111884608"	"C=0.551, T=0.449"	"0.940765855604308"	"1"	"0.482676"	"0.0265573"	"0.023-0.03"	4e-44
"rs111338191"	"Hemoglobin levels"	"rs3184504"	"chr12:111884608"	"C=0.551, T=0.449"	"0.940765855604308"	"1"	NA	"0.061"	NA	3e-175
"rs111338191"	"Basophil count"	"rs3184504"	"chr12:111884608"	"C=0.551, T=0.449"	"0.940765855604308"	"1"	"0.518706"	"0.028242147"	"0.024-0.033"	5e-37
"rs111338191"	"Multiple sclerosis"	"rs3184504"	"chr12:111884608"	"C=0.551, T=0.449"	"0.940765855604308"	"1"	"NR"	"1.0643"	NA	4e-11
"rs111338191"	"Basophil count"	"rs3184504"	"chr12:111884608"	"C=0.551, T=0.449"	"0.940765855604308"	"1"	"0.599902"	NA	NA	2e-39
"rs111338191"	"Basophil count"	"rs3184504"	"chr12:111884608"	"C=0.551, T=0.449"	"0.940765855604308"	"1"	"0.518576"	"0.02822"	"0.024-0.032"	5e-43
"rs111338191"	"Endometrial cancer (endometrioid histology)"	"rs3184504"	"chr12:111884608"	"C=0.551, T=0.449"	"0.940765855604308"	"1"	"0.515767"	"1.11"	"1.07-1.15"	6e-09
"rs111338191"	"Endometrial cancer"	"rs3184504"	"chr12:111884608"	"C=0.551, T=0.449"	"0.940765855604308"	"1"	"0.52"	"1.1"	"1.07-1.14"	1e-10
"rs111338191"	"Offspring birth weight"	"rs3184504"	"chr12:111884608"	"C=0.551, T=0.449"	"0.940765855604308"	"1"	"0.517856"	"0.036552"	"0.031-0.042"	1e-33
"rs111338191"	"Birth weight"	"rs3184504"	"chr12:111884608"	"C=0.551, T=0.449"	"0.940765855604308"	"1"	"0.520699"	"0.022966"	"0.018-0.028"	3e-19
