"Query"	"GWAS_Trait"	"RS_Number"	"Position_GRCh37"	"Alleles"	"R2"	"D'"	"Risk_Allele"	"Effect_Size_95_CI"	"Beta_or_OR"	"P_value"
"rs59817467"	"Macular thickness"	"rs887595"	"chr14:74666641"	"A=0.157, G=0.843"	"0.864499572284003"	"1"	"NR"	"1.116"	"0.94-1.29"	8e-36
"rs7144202"	"Red cell distribution width"	"rs4903199"	"chr14:74633286"	"A=0.157, C=0.843"	"0.864499572284003"	"1"	"0.827845"	"0.051035117"	"0.042-0.06"	1e-29
"rs7144202"	"Mean corpuscular hemoglobin"	"rs58342051"	"chr14:74637584"	"-=0.823, T=0.177"	"1"	"1"	"0.706092"	"0.023171315"	"0.018-0.028"	2e-19
"rs7144202"	"Macular thickness"	"rs887595"	"chr14:74666641"	"A=0.157, G=0.843"	"0.864499572284003"	"1"	"NR"	"1.116"	"0.94-1.29"	8e-36
"rs58766139"	"Red cell distribution width"	"rs4903199"	"chr14:74633286"	"A=0.157, C=0.843"	"0.864499572284003"	"1"	"0.827845"	"0.051035117"	"0.042-0.06"	1e-29
"rs58766139"	"Mean corpuscular hemoglobin"	"rs58342051"	"chr14:74637584"	"-=0.823, T=0.177"	"1"	"1"	"0.706092"	"0.023171315"	"0.018-0.028"	2e-19
"rs58766139"	"Macular thickness"	"rs887595"	"chr14:74666641"	"A=0.157, G=0.843"	"0.864499572284003"	"1"	"NR"	"1.116"	"0.94-1.29"	8e-36
"rs78447334"	"Red cell distribution width"	"rs4903199"	"chr14:74633286"	"A=0.157, C=0.843"	"0.864499572284003"	"1"	"0.827845"	"0.051035117"	"0.042-0.06"	1e-29
"rs78447334"	"Mean corpuscular hemoglobin"	"rs58342051"	"chr14:74637584"	"-=0.823, T=0.177"	"1"	"1"	"0.706092"	"0.023171315"	"0.018-0.028"	2e-19
"rs78447334"	"Macular thickness"	"rs887595"	"chr14:74666641"	"A=0.157, G=0.843"	"0.864499572284003"	"1"	"NR"	"1.116"	"0.94-1.29"	8e-36
"rs10137679"	"Red cell distribution width"	"rs4903199"	"chr14:74633286"	"A=0.157, C=0.843"	"0.864499572284003"	"1"	"0.827845"	"0.051035117"	"0.042-0.06"	1e-29
"rs10137679"	"Mean corpuscular hemoglobin"	"rs58342051"	"chr14:74637584"	"-=0.823, T=0.177"	"1"	"1"	"0.706092"	"0.023171315"	"0.018-0.028"	2e-19
"rs10137679"	"Macular thickness"	"rs887595"	"chr14:74666641"	"A=0.157, G=0.843"	"0.864499572284003"	"1"	"NR"	"1.116"	"0.94-1.29"	8e-36
"rs2109749"	"Red cell distribution width"	"rs4903199"	"chr14:74633286"	"A=0.157, C=0.843"	"0.864499572284003"	"1"	"0.827845"	"0.051035117"	"0.042-0.06"	1e-29
"rs2109749"	"Mean corpuscular hemoglobin"	"rs58342051"	"chr14:74637584"	"-=0.823, T=0.177"	"1"	"1"	"0.706092"	"0.023171315"	"0.018-0.028"	2e-19
"rs2109749"	"Macular thickness"	"rs887595"	"chr14:74666641"	"A=0.157, G=0.843"	"0.864499572284003"	"1"	"NR"	"1.116"	"0.94-1.29"	8e-36
"rs4903195"	"Red cell distribution width"	"rs4903199"	"chr14:74633286"	"A=0.157, C=0.843"	"0.864499572284003"	"1"	"0.827845"	"0.051035117"	"0.042-0.06"	1e-29
"rs4903195"	"Mean corpuscular hemoglobin"	"rs58342051"	"chr14:74637584"	"-=0.823, T=0.177"	"1"	"1"	"0.706092"	"0.023171315"	"0.018-0.028"	2e-19
"rs4903195"	"Macular thickness"	"rs887595"	"chr14:74666641"	"A=0.157, G=0.843"	"0.864499572284003"	"1"	"NR"	"1.116"	"0.94-1.29"	8e-36
"rs11159066"	"Red cell distribution width"	"rs4903199"	"chr14:74633286"	"A=0.157, C=0.843"	"0.864499572284003"	"1"	"0.827845"	"0.051035117"	"0.042-0.06"	1e-29
"rs11159066"	"Mean corpuscular hemoglobin"	"rs58342051"	"chr14:74637584"	"-=0.823, T=0.177"	"1"	"1"	"0.706092"	"0.023171315"	"0.018-0.028"	2e-19
"rs11159066"	"Macular thickness"	"rs887595"	"chr14:74666641"	"A=0.157, G=0.843"	"0.864499572284003"	"1"	"NR"	"1.116"	"0.94-1.29"	8e-36
"rs2109753"	"Red cell distribution width"	"rs4903199"	"chr14:74633286"	"A=0.157, C=0.843"	"0.864499572284003"	"1"	"0.827845"	"0.051035117"	"0.042-0.06"	1e-29
"rs2109753"	"Mean corpuscular hemoglobin"	"rs58342051"	"chr14:74637584"	"-=0.823, T=0.177"	"1"	"1"	"0.706092"	"0.023171315"	"0.018-0.028"	2e-19
"rs2109753"	"Macular thickness"	"rs887595"	"chr14:74666641"	"A=0.157, G=0.843"	"0.864499572284003"	"1"	"NR"	"1.116"	"0.94-1.29"	8e-36
"rs1029891"	"Red cell distribution width"	"rs4903199"	"chr14:74633286"	"A=0.157, C=0.843"	"0.864499572284003"	"1"	"0.827845"	"0.051035117"	"0.042-0.06"	1e-29
"rs1029891"	"Mean corpuscular hemoglobin"	"rs58342051"	"chr14:74637584"	"-=0.823, T=0.177"	"1"	"1"	"0.706092"	"0.023171315"	"0.018-0.028"	2e-19
"rs1029891"	"Macular thickness"	"rs887595"	"chr14:74666641"	"A=0.157, G=0.843"	"0.864499572284003"	"1"	"NR"	"1.116"	"0.94-1.29"	8e-36
"rs7143041"	"Red cell distribution width"	"rs4903199"	"chr14:74633286"	"A=0.157, C=0.843"	"0.864499572284003"	"1"	"0.827845"	"0.051035117"	"0.042-0.06"	1e-29
"rs7143041"	"Mean corpuscular hemoglobin"	"rs58342051"	"chr14:74637584"	"-=0.823, T=0.177"	"1"	"1"	"0.706092"	"0.023171315"	"0.018-0.028"	2e-19
"rs7143041"	"Macular thickness"	"rs887595"	"chr14:74666641"	"A=0.157, G=0.843"	"0.864499572284003"	"1"	"NR"	"1.116"	"0.94-1.29"	8e-36
"rs35242538"	"Red cell distribution width"	"rs4903199"	"chr14:74633286"	"A=0.157, C=0.843"	"0.864499572284003"	"1"	"0.827845"	"0.051035117"	"0.042-0.06"	1e-29
"rs35242538"	"Mean corpuscular hemoglobin"	"rs58342051"	"chr14:74637584"	"-=0.823, T=0.177"	"1"	"1"	"0.706092"	"0.023171315"	"0.018-0.028"	2e-19
"rs35242538"	"Macular thickness"	"rs887595"	"chr14:74666641"	"A=0.157, G=0.843"	"0.864499572284003"	"1"	"NR"	"1.116"	"0.94-1.29"	8e-36
"rs2884497"	"Red cell distribution width"	"rs4903199"	"chr14:74633286"	"A=0.157, C=0.843"	"0.864499572284003"	"1"	"0.827845"	"0.051035117"	"0.042-0.06"	1e-29
"rs2884497"	"Mean corpuscular hemoglobin"	"rs58342051"	"chr14:74637584"	"-=0.823, T=0.177"	"1"	"1"	"0.706092"	"0.023171315"	"0.018-0.028"	2e-19
"rs2884497"	"Macular thickness"	"rs887595"	"chr14:74666641"	"A=0.157, G=0.843"	"0.864499572284003"	"1"	"NR"	"1.116"	"0.94-1.29"	8e-36
"rs8021451"	"Red cell distribution width"	"rs4903199"	"chr14:74633286"	"A=0.157, C=0.843"	"0.864499572284003"	"1"	"0.827845"	"0.051035117"	"0.042-0.06"	1e-29
"rs8021451"	"Mean corpuscular hemoglobin"	"rs58342051"	"chr14:74637584"	"-=0.823, T=0.177"	"1"	"1"	"0.706092"	"0.023171315"	"0.018-0.028"	2e-19
"rs8021451"	"Macular thickness"	"rs887595"	"chr14:74666641"	"A=0.157, G=0.843"	"0.864499572284003"	"1"	"NR"	"1.116"	"0.94-1.29"	8e-36
"rs4899500"	"Red cell distribution width"	"rs4903199"	"chr14:74633286"	"A=0.157, C=0.843"	"0.864499572284003"	"1"	"0.827845"	"0.051035117"	"0.042-0.06"	1e-29
"rs4899500"	"Mean corpuscular hemoglobin"	"rs58342051"	"chr14:74637584"	"-=0.823, T=0.177"	"1"	"1"	"0.706092"	"0.023171315"	"0.018-0.028"	2e-19
"rs4899500"	"Macular thickness"	"rs887595"	"chr14:74666641"	"A=0.157, G=0.843"	"0.864499572284003"	"1"	"NR"	"1.116"	"0.94-1.29"	8e-36
"rs2358634"	"Red cell distribution width"	"rs4903199"	"chr14:74633286"	"A=0.157, C=0.843"	"0.864499572284003"	"1"	"0.827845"	"0.051035117"	"0.042-0.06"	1e-29
"rs2358634"	"Mean corpuscular hemoglobin"	"rs58342051"	"chr14:74637584"	"-=0.823, T=0.177"	"1"	"1"	"0.706092"	"0.023171315"	"0.018-0.028"	2e-19
"rs2358634"	"Macular thickness"	"rs887595"	"chr14:74666641"	"A=0.157, G=0.843"	"0.864499572284003"	"1"	"NR"	"1.116"	"0.94-1.29"	8e-36
"rs4903204"	"Red cell distribution width"	"rs4903199"	"chr14:74633286"	"A=0.157, C=0.843"	"0.864499572284003"	"1"	"0.827845"	"0.051035117"	"0.042-0.06"	1e-29
"rs4903204"	"Mean corpuscular hemoglobin"	"rs58342051"	"chr14:74637584"	"-=0.823, T=0.177"	"1"	"1"	"0.706092"	"0.023171315"	"0.018-0.028"	2e-19
"rs4903204"	"Macular thickness"	"rs887595"	"chr14:74666641"	"A=0.157, G=0.843"	"0.864499572284003"	"1"	"NR"	"1.116"	"0.94-1.29"	8e-36
"rs10147388"	"Red cell distribution width"	"rs4903199"	"chr14:74633286"	"A=0.157, C=0.843"	"0.827000924794554"	"0.961054287962234"	"0.827845"	"0.051035117"	"0.042-0.06"	1e-29
"rs10147388"	"Mean corpuscular hemoglobin"	"rs58342051"	"chr14:74637584"	"-=0.823, T=0.177"	"0.965505226480836"	"1"	"0.706092"	"0.023171315"	"0.018-0.028"	2e-19
"rs10147388"	"Macular thickness"	"rs887595"	"chr14:74666641"	"A=0.157, G=0.843"	"0.895385699189856"	"1"	"NR"	"1.116"	"0.94-1.29"	8e-36
"rs72627104"	"Morning vs. evening chronotype"	"rs72627123"	"chr14:74368331"	"A=0.909, G=0.091"	"0.942105263157895"	"1"	"NR"	NA	NA	4e-06
"rs28548133"	"Morning vs. evening chronotype"	"rs72627123"	"chr14:74368331"	"A=0.909, G=0.091"	"0.942105263157895"	"1"	"NR"	NA	NA	4e-06
"rs17093141"	"Morning vs. evening chronotype"	"rs72627123"	"chr14:74368331"	"A=0.909, G=0.091"	"1"	"1"	"NR"	NA	NA	4e-06
"rs45559033"	"Morning vs. evening chronotype"	"rs72627123"	"chr14:74368331"	"A=0.909, G=0.091"	"1"	"1"	"NR"	NA	NA	4e-06
"rs17093474"	"Morning vs. evening chronotype"	"rs72627123"	"chr14:74368331"	"A=0.909, G=0.091"	"1"	"1"	"NR"	NA	NA	4e-06
"rs113634161"	"Morning vs. evening chronotype"	"rs72627123"	"chr14:74368331"	"A=0.909, G=0.091"	"1"	"1"	"NR"	NA	NA	4e-06
"rs72627116"	"Morning vs. evening chronotype"	"rs72627123"	"chr14:74368331"	"A=0.909, G=0.091"	"1"	"1"	"NR"	NA	NA	4e-06
"rs72627117"	"Morning vs. evening chronotype"	"rs72627123"	"chr14:74368331"	"A=0.909, G=0.091"	"1"	"1"	"NR"	NA	NA	4e-06
"rs72627119"	"Morning vs. evening chronotype"	"rs72627123"	"chr14:74368331"	"A=0.909, G=0.091"	"1"	"1"	"NR"	NA	NA	4e-06
"rs59613763"	"Morning vs. evening chronotype"	"rs72627123"	"chr14:74368331"	"A=0.909, G=0.091"	"1"	"1"	"NR"	NA	NA	4e-06
"rs57067992"	"Morning vs. evening chronotype"	"rs72627123"	"chr14:74368331"	"A=0.909, G=0.091"	"1"	"1"	"NR"	NA	NA	4e-06
"rs112341182"	"Morning vs. evening chronotype"	"rs72627123"	"chr14:74368331"	"A=0.909, G=0.091"	"1"	"1"	"NR"	NA	NA	4e-06
"rs58204112"	"Morning vs. evening chronotype"	"rs72627123"	"chr14:74368331"	"A=0.909, G=0.091"	"1"	"1"	"NR"	NA	NA	4e-06
"rs2302139"	"Morning vs. evening chronotype"	"rs72627123"	"chr14:74368331"	"A=0.909, G=0.091"	"1"	"1"	"NR"	NA	NA	4e-06
"rs2302138"	"Morning vs. evening chronotype"	"rs72627123"	"chr14:74368331"	"A=0.909, G=0.091"	"1"	"1"	"NR"	NA	NA	4e-06
"rs72627120"	"Morning vs. evening chronotype"	"rs72627123"	"chr14:74368331"	"A=0.909, G=0.091"	"1"	"1"	"NR"	NA	NA	4e-06
"rs72627122"	"Morning vs. evening chronotype"	"rs72627123"	"chr14:74368331"	"A=0.909, G=0.091"	"1"	"1"	"NR"	NA	NA	4e-06
"rs72627123"	"Morning vs. evening chronotype"	"rs72627123"	"chr14:74368331"	"A=0.909, G=0.091"	"1"	"1"	"NR"	NA	NA	4e-06
"rs72627124"	"Morning vs. evening chronotype"	"rs72627123"	"chr14:74368331"	"A=0.909, G=0.091"	"1"	"1"	"NR"	NA	NA	4e-06
"rs72627125"	"Morning vs. evening chronotype"	"rs72627123"	"chr14:74368331"	"A=0.909, G=0.091"	"1"	"1"	"NR"	NA	NA	4e-06
"rs72627127"	"Morning vs. evening chronotype"	"rs72627123"	"chr14:74368331"	"A=0.909, G=0.091"	"1"	"1"	"NR"	NA	NA	4e-06
"rs111480651"	"Morning vs. evening chronotype"	"rs72627123"	"chr14:74368331"	"A=0.909, G=0.091"	"1"	"1"	"NR"	NA	NA	4e-06
"rs72627129"	"Morning vs. evening chronotype"	"rs72627123"	"chr14:74368331"	"A=0.909, G=0.091"	"1"	"1"	"NR"	NA	NA	4e-06
"rs72627130"	"Morning vs. evening chronotype"	"rs72627123"	"chr14:74368331"	"A=0.909, G=0.091"	"1"	"1"	"NR"	NA	NA	4e-06
"rs7150972"	"Morning vs. evening chronotype"	"rs72627123"	"chr14:74368331"	"A=0.909, G=0.091"	"1"	"1"	"NR"	NA	NA	4e-06
"rs7156534"	"Morning vs. evening chronotype"	"rs72627123"	"chr14:74368331"	"A=0.909, G=0.091"	"1"	"1"	"NR"	NA	NA	4e-06
"rs76553384"	"Morning vs. evening chronotype"	"rs72627123"	"chr14:74368331"	"A=0.909, G=0.091"	"1"	"1"	"NR"	NA	NA	4e-06
"rs17094011"	"Morning vs. evening chronotype"	"rs72627123"	"chr14:74368331"	"A=0.909, G=0.091"	"1"	"1"	"NR"	NA	NA	4e-06
"rs7148538"	"Morning vs. evening chronotype"	"rs72627123"	"chr14:74368331"	"A=0.909, G=0.091"	"1"	"1"	"NR"	NA	NA	4e-06
"rs17094021"	"Morning vs. evening chronotype"	"rs72627123"	"chr14:74368331"	"A=0.909, G=0.091"	"1"	"1"	"NR"	NA	NA	4e-06
"rs59363432"	"Morning vs. evening chronotype"	"rs72627123"	"chr14:74368331"	"A=0.909, G=0.091"	"1"	"1"	"NR"	NA	NA	4e-06
"rs17094076"	"Morning vs. evening chronotype"	"rs72627123"	"chr14:74368331"	"A=0.909, G=0.091"	"1"	"1"	"NR"	NA	NA	4e-06
"rs72627138"	"Morning vs. evening chronotype"	"rs72627123"	"chr14:74368331"	"A=0.909, G=0.091"	"1"	"1"	"NR"	NA	NA	4e-06
"rs72627139"	"Morning vs. evening chronotype"	"rs72627123"	"chr14:74368331"	"A=0.909, G=0.091"	"1"	"1"	"NR"	NA	NA	4e-06
"rs76837807"	"Mean corpuscular volume"	"rs62005083"	"chr14:74493692"	"A=0.904, T=0.096"	"0.944692737430168"	"1"	"0.1015"	"0.04126142"	"0.03-0.053"	2e-12
"rs76837807"	"Mean reticulocyte volume"	"rs530371320"	"chr14:74495651"	"-=0.894, CACA=0.106"	"0.844054193759012"	"0.944067796610169"	"0.115248"	"0.020371366"	"0.013-0.027"	8e-09
"rs76837807"	"Mean spheric corpuscular volume"	"rs530371320"	"chr14:74495651"	"-=0.894, CACA=0.106"	"0.844054193759012"	"0.944067796610169"	"0.115169"	"0.02191568"	"0.015-0.029"	4e-10
"rs76837807"	"Red blood cell count"	"rs72725929"	"chr14:74536731"	"C=0.884, T=0.116"	"0.854909623839766"	"1"	"NR"	NA	NA	2e-16
"rs76837807"	"Red blood cell count"	"rs72725929"	"chr14:74536731"	"C=0.884, T=0.116"	"0.854909623839766"	"1"	"0.118072"	"0.02548795"	"0.019-0.032"	9e-14
"rs76837807"	"Red cell distribution width"	"rs7148979"	"chr14:74547318"	"A=0.116, T=0.884"	"0.854909623839766"	"1"	"0.1212"	"0.07528003"	"0.065-0.086"	5e-44
"rs76837807"	"Red cell distribution width"	"rs7148979"	"chr14:74547318"	"A=0.116, T=0.884"	"0.854909623839766"	"1"	"NR"	"0.0745125"	"0.063-0.086"	4e-38
"rs76837807"	"Red cell distribution width"	"rs7148979"	"chr14:74547318"	"A=0.116, T=0.884"	"0.854909623839766"	"1"	"0.879331"	"0.072984"	"0.067-0.079"	3e-141
"rs76837807"	"Red cell distribution width"	"rs7148979"	"chr14:74547318"	"A=0.116, T=0.884"	"0.854909623839766"	"1"	"NR"	NA	NA	7e-128
"rs76837807"	"Red cell distribution width"	"rs62006777"	"chr14:74635749"	"G=0.116, T=0.884"	"0.854909623839766"	"1"	"0.882094"	NA	NA	9e-138
"rs76837807"	"Mean corpuscular hemoglobin"	"rs62006791"	"chr14:74663598"	"A=0.111, G=0.889"	"0.80059691011236"	"0.94375"	"NR"	NA	NA	1e-24
"rs28473715"	"Mean corpuscular volume"	"rs62005083"	"chr14:74493692"	"A=0.904, T=0.096"	"0.944692737430168"	"1"	"0.1015"	"0.04126142"	"0.03-0.053"	2e-12
"rs28473715"	"Mean reticulocyte volume"	"rs530371320"	"chr14:74495651"	"-=0.894, CACA=0.106"	"0.844054193759012"	"0.944067796610169"	"0.115248"	"0.020371366"	"0.013-0.027"	8e-09
"rs28473715"	"Mean spheric corpuscular volume"	"rs530371320"	"chr14:74495651"	"-=0.894, CACA=0.106"	"0.844054193759012"	"0.944067796610169"	"0.115169"	"0.02191568"	"0.015-0.029"	4e-10
