"Query"	"GWAS_Trait"	"RS_Number"	"Position_GRCh37"	"Alleles"	"R2"	"D'"	"Risk_Allele"	"Effect_Size_95_CI"	"Beta_or_OR"	"P_value"
"rs1693458"	"Alcohol dependence"	"rs904092"	"chr4:100214164"	"A=0.146, G=0.854"	"0.959837728194726"	"1"	"NR"	NA	NA	9e-06
"rs1693458"	"Alcohol dependence"	"rs904092"	"chr4:100214164"	"A=0.146, G=0.854"	"0.959837728194726"	"1"	"0.24"	"0.022"	"(,)"	3e-11
"rs1693458"	"Waist-hip ratio"	"rs1789882"	"chr4:100235053"	"A=0.141, G=0.859"	"1"	"1"	"0.1691"	"0.016"	"0.011-0.021"	1e-11
"rs1693458"	"Alcohol dependence"	"rs1789882"	"chr4:100235053"	"A=0.141, G=0.859"	"1"	"1"	"0.769"	"1.303781"	"(,)"	2e-09
"rs1693458"	"Alcohol dependence"	"rs1789882"	"chr4:100235053"	"A=0.141, G=0.859"	"1"	"1"	"0.234"	"0.0223"	"(,)"	2e-12
"rs1693458"	"Alcohol dependence"	"rs1789882"	"chr4:100235053"	"A=0.141, G=0.859"	"1"	"1"	"NR"	NA	NA	6e-06
"rs1693458"	"Major depression and alcohol dependence"	"rs1693457"	"chr4:100236762"	"C=0.146, T=0.854"	"0.959837728194726"	"1"	"0.206"	"0.514"	NA	7e-06
"rs1693458"	"Alcohol dependence"	"rs1693457"	"chr4:100236762"	"C=0.146, T=0.854"	"0.959837728194726"	"1"	"0.768"	"1.3020833"	"(,)"	2e-09
"rs1693458"	"Alcohol dependence"	"rs1693457"	"chr4:100236762"	"C=0.146, T=0.854"	"0.959837728194726"	"1"	"0.235"	"0.0223"	"(,)"	3e-12
"rs1693458"	"Alcohol dependence"	"rs1693457"	"chr4:100236762"	"C=0.146, T=0.854"	"0.959837728194726"	"1"	"NR"	NA	NA	4e-06
"rs3133155"	"Alcohol dependence"	"rs904092"	"chr4:100214164"	"A=0.146, G=0.854"	"0.959837728194726"	"1"	"0.763"	"1.3003901"	"(,)"	5e-09
"rs3133155"	"Alcohol dependence"	"rs904092"	"chr4:100214164"	"A=0.146, G=0.854"	"0.959837728194726"	"1"	"NR"	NA	NA	9e-06
"rs3133155"	"Alcohol dependence"	"rs904092"	"chr4:100214164"	"A=0.146, G=0.854"	"0.959837728194726"	"1"	"0.24"	"0.022"	"(,)"	3e-11
"rs3133155"	"Waist-hip ratio"	"rs1789882"	"chr4:100235053"	"A=0.141, G=0.859"	"1"	"1"	"0.1691"	"0.016"	"0.011-0.021"	1e-11
"rs3133155"	"Alcohol dependence"	"rs1789882"	"chr4:100235053"	"A=0.141, G=0.859"	"1"	"1"	"0.769"	"1.303781"	"(,)"	2e-09
"rs3133155"	"Alcohol dependence"	"rs1789882"	"chr4:100235053"	"A=0.141, G=0.859"	"1"	"1"	"0.234"	"0.0223"	"(,)"	2e-12
"rs3133155"	"Alcohol dependence"	"rs1789882"	"chr4:100235053"	"A=0.141, G=0.859"	"1"	"1"	"NR"	NA	NA	6e-06
"rs3133155"	"Major depression and alcohol dependence"	"rs1693457"	"chr4:100236762"	"C=0.146, T=0.854"	"0.959837728194726"	"1"	"0.206"	"0.514"	NA	7e-06
"rs3133155"	"Alcohol dependence"	"rs1693457"	"chr4:100236762"	"C=0.146, T=0.854"	"0.959837728194726"	"1"	"0.768"	"1.3020833"	"(,)"	2e-09
"rs3133155"	"Alcohol dependence"	"rs1693457"	"chr4:100236762"	"C=0.146, T=0.854"	"0.959837728194726"	"1"	"0.235"	"0.0223"	"(,)"	3e-12
"rs3133155"	"Alcohol dependence"	"rs1693457"	"chr4:100236762"	"C=0.146, T=0.854"	"0.959837728194726"	"1"	"NR"	NA	NA	4e-06
"rs1789882"	"Alcohol dependence"	"rs904092"	"chr4:100214164"	"A=0.146, G=0.854"	"0.959837728194726"	"1"	"0.763"	"1.3003901"	"(,)"	5e-09
"rs1789882"	"Alcohol dependence"	"rs904092"	"chr4:100214164"	"A=0.146, G=0.854"	"0.959837728194726"	"1"	"NR"	NA	NA	9e-06
"rs1789882"	"Alcohol dependence"	"rs904092"	"chr4:100214164"	"A=0.146, G=0.854"	"0.959837728194726"	"1"	"0.24"	"0.022"	"(,)"	3e-11
"rs1789882"	"Waist-hip ratio"	"rs1789882"	"chr4:100235053"	"A=0.141, G=0.859"	"1"	"1"	"0.1691"	"0.016"	"0.011-0.021"	1e-11
"rs1789882"	"Alcohol dependence"	"rs1789882"	"chr4:100235053"	"A=0.141, G=0.859"	"1"	"1"	"0.769"	"1.303781"	"(,)"	2e-09
"rs1789882"	"Alcohol dependence"	"rs1789882"	"chr4:100235053"	"A=0.141, G=0.859"	"1"	"1"	"0.234"	"0.0223"	"(,)"	2e-12
"rs1789882"	"Alcohol dependence"	"rs1789882"	"chr4:100235053"	"A=0.141, G=0.859"	"1"	"1"	"NR"	NA	NA	6e-06
"rs1789882"	"Major depression and alcohol dependence"	"rs1693457"	"chr4:100236762"	"C=0.146, T=0.854"	"0.959837728194726"	"1"	"0.206"	"0.514"	NA	7e-06
"rs1789882"	"Alcohol dependence"	"rs1693457"	"chr4:100236762"	"C=0.146, T=0.854"	"0.959837728194726"	"1"	"0.768"	"1.3020833"	"(,)"	2e-09
"rs1789882"	"Alcohol dependence"	"rs1693457"	"chr4:100236762"	"C=0.146, T=0.854"	"0.959837728194726"	"1"	"0.235"	"0.0223"	"(,)"	3e-12
"rs1789882"	"Alcohol dependence"	"rs1693457"	"chr4:100236762"	"C=0.146, T=0.854"	"0.959837728194726"	"1"	"NR"	NA	NA	4e-06
"rs1693457"	"Alcohol dependence"	"rs904092"	"chr4:100214164"	"A=0.146, G=0.854"	"0.920832316637428"	"0.959600081615997"	"0.763"	"1.3003901"	"(,)"	5e-09
"rs1693457"	"Alcohol dependence"	"rs904092"	"chr4:100214164"	"A=0.146, G=0.854"	"0.920832316637428"	"0.959600081615997"	"NR"	NA	NA	9e-06
"rs1693457"	"Alcohol dependence"	"rs904092"	"chr4:100214164"	"A=0.146, G=0.854"	"0.920832316637428"	"0.959600081615997"	"0.24"	"0.022"	"(,)"	3e-11
"rs1693457"	"Waist-hip ratio"	"rs1789882"	"chr4:100235053"	"A=0.141, G=0.859"	"0.959837728194726"	"1"	"0.1691"	"0.016"	"0.011-0.021"	1e-11
"rs1693457"	"Alcohol dependence"	"rs1789882"	"chr4:100235053"	"A=0.141, G=0.859"	"0.959837728194726"	"1"	"0.769"	"1.303781"	"(,)"	2e-09
"rs1693457"	"Alcohol dependence"	"rs1789882"	"chr4:100235053"	"A=0.141, G=0.859"	"0.959837728194726"	"1"	"0.234"	"0.0223"	"(,)"	2e-12
"rs1693457"	"Alcohol dependence"	"rs1789882"	"chr4:100235053"	"A=0.141, G=0.859"	"0.959837728194726"	"1"	"NR"	NA	NA	6e-06
"rs1693457"	"Major depression and alcohol dependence"	"rs1693457"	"chr4:100236762"	"C=0.146, T=0.854"	"1"	"1"	"0.206"	"0.514"	NA	7e-06
"rs1693457"	"Alcohol dependence"	"rs1693457"	"chr4:100236762"	"C=0.146, T=0.854"	"1"	"1"	"0.768"	"1.3020833"	"(,)"	2e-09
"rs1693457"	"Alcohol dependence"	"rs1693457"	"chr4:100236762"	"C=0.146, T=0.854"	"1"	"1"	"0.235"	"0.0223"	"(,)"	3e-12
"rs1693457"	"Alcohol dependence"	"rs1693457"	"chr4:100236762"	"C=0.146, T=0.854"	"1"	"1"	"NR"	NA	NA	4e-06
"rs6806404"	"Body mass index"	"rs1048620"	"chr3:13358130"	"C=0.571, T=0.429"	"0.979566563467492"	"1"	"NR"	NA	NA	9e-08
"rs6806404"	"Red cell distribution width"	"rs6442382"	"chr3:13432581"	"A=0.414, G=0.586"	"0.95935960591133"	"1"	"0.43262"	"0.011966"	"0.0082-0.0157"	5e-10
"rs6806404"	"Body mass index"	"rs9845966"	"chr3:13433158"	"G=0.576, T=0.424"	"1"	"1"	"0.442266401968662"	"0.015592072"	NA	5e-08
"rs6769425"	"Body mass index"	"rs1048620"	"chr3:13358130"	"C=0.571, T=0.429"	"0.979566563467492"	"1"	"NR"	NA	NA	9e-08
"rs6769425"	"Red cell distribution width"	"rs6442382"	"chr3:13432581"	"A=0.414, G=0.586"	"0.95935960591133"	"1"	"0.43262"	"0.011966"	"0.0082-0.0157"	5e-10
"rs6769425"	"Body mass index"	"rs9845966"	"chr3:13433158"	"G=0.576, T=0.424"	"1"	"1"	"0.442266401968662"	"0.015592072"	NA	5e-08
"rs1246594"	"Balding type 1"	"rs79383797"	"chr4:75136428"	"A=0.263, G=0.737"	"0.948544698544699"	"1"	"NR"	NA	NA	2e-08
"rs1246594"	"Male-pattern baldness"	"rs10019396"	"chr4:75138298"	"A=0.268, G=0.732"	"0.924273329933707"	"1"	"0.217223"	"0.0300377"	"0.023-0.037"	2e-15
"rs10018373"	"Balding type 1"	"rs79383797"	"chr4:75136428"	"A=0.263, G=0.737"	"0.948544698544699"	"1"	"NR"	NA	NA	2e-08
"rs10018373"	"Male-pattern baldness"	"rs10019396"	"chr4:75138298"	"A=0.268, G=0.732"	"0.924273329933707"	"1"	"0.217223"	"0.0300377"	"0.023-0.037"	2e-15
"rs62312515"	"Balding type 1"	"rs79383797"	"chr4:75136428"	"A=0.263, G=0.737"	"0.974097331240188"	"1"	"NR"	NA	NA	2e-08
"rs62312515"	"Male-pattern baldness"	"rs10019396"	"chr4:75138298"	"A=0.268, G=0.732"	"0.94917212167886"	"1"	"0.217223"	"0.0300377"	"0.023-0.037"	2e-15
"rs2367745"	"Balding type 1"	"rs79383797"	"chr4:75136428"	"A=0.263, G=0.737"	"0.85534605154637"	"0.973185265438787"	"NR"	NA	NA	2e-08
"rs2367745"	"Male-pattern baldness"	"rs10019396"	"chr4:75138298"	"A=0.268, G=0.732"	"0.831876424454338"	"0.947382407653468"	"0.217223"	"0.0300377"	"0.023-0.037"	2e-15
"rs6855555"	"Balding type 1"	"rs79383797"	"chr4:75136428"	"A=0.263, G=0.737"	"0.974097331240188"	"1"	"NR"	NA	NA	2e-08
"rs6855555"	"Male-pattern baldness"	"rs10019396"	"chr4:75138298"	"A=0.268, G=0.732"	"0.94917212167886"	"1"	"0.217223"	"0.0300377"	"0.023-0.037"	2e-15
"rs6854203"	"Balding type 1"	"rs79383797"	"chr4:75136428"	"A=0.263, G=0.737"	"0.974097331240188"	"1"	"NR"	NA	NA	2e-08
"rs6854203"	"Male-pattern baldness"	"rs10019396"	"chr4:75138298"	"A=0.268, G=0.732"	"0.94917212167886"	"1"	"0.217223"	"0.0300377"	"0.023-0.037"	2e-15
"rs2061508"	"Balding type 1"	"rs79383797"	"chr4:75136428"	"A=0.263, G=0.737"	"0.881038211968277"	"1"	"NR"	NA	NA	2e-08
"rs2061508"	"Male-pattern baldness"	"rs10019396"	"chr4:75138298"	"A=0.268, G=0.732"	"0.856896078149942"	"0.973504616619831"	"0.217223"	"0.0300377"	"0.023-0.037"	2e-15
"rs10639466"	"Balding type 1"	"rs79383797"	"chr4:75136428"	"A=0.263, G=0.737"	"0.881038211968277"	"1"	"NR"	NA	NA	2e-08
"rs10639466"	"Male-pattern baldness"	"rs10019396"	"chr4:75138298"	"A=0.268, G=0.732"	"0.856896078149942"	"0.973504616619831"	"0.217223"	"0.0300377"	"0.023-0.037"	2e-15
"rs6446983"	"Balding type 1"	"rs79383797"	"chr4:75136428"	"A=0.263, G=0.737"	"0.881038211968277"	"1"	"NR"	NA	NA	2e-08
"rs6446983"	"Male-pattern baldness"	"rs10019396"	"chr4:75138298"	"A=0.268, G=0.732"	"0.856896078149942"	"0.973504616619831"	"0.217223"	"0.0300377"	"0.023-0.037"	2e-15
"rs1587264"	"Alcohol dependence"	"rs904092"	"chr4:100214164"	"A=0.146, G=0.854"	"0.827706230421163"	"1"	"0.763"	"1.3003901"	"(,)"	5e-09
"rs1587264"	"Alcohol dependence"	"rs904092"	"chr4:100214164"	"A=0.146, G=0.854"	"0.827706230421163"	"1"	"NR"	NA	NA	9e-06
"rs1587264"	"Alcohol dependence"	"rs904092"	"chr4:100214164"	"A=0.146, G=0.854"	"0.827706230421163"	"1"	"0.24"	"0.022"	"(,)"	3e-11
"rs62307321"	"Total cholesterol levels"	"rs62307295"	"chr4:100260545"	"A=0.111, C=0.889"	"0.951086956521739"	"1"	"0.0958"	"0.0277"	"0.019-0.037−1"	2e-09
"rs62307321"	"Alcohol consumption (drinks per week)"	"rs2165670"	"chr4:100286085"	"A=0.116, G=0.884"	"1"	"1"	"0.106337"	"0.02308038"	"0.018-0.028"	2e-22
"rs62307321"	"Bitter alcoholic beverage consumption"	"rs62305780"	"chr4:100290815"	"C=0.884, G=0.116"	"1"	"1"	"0.1025"	"0.0144"	"0.011-0.018"	3e-17
"rs78234152"	"Total cholesterol levels"	"rs62307295"	"chr4:100260545"	"A=0.111, C=0.889"	"0.951086956521739"	"1"	"0.0958"	"0.0277"	"0.019-0.037−1"	2e-09
"rs78234152"	"Alcohol consumption (drinks per week)"	"rs2165670"	"chr4:100286085"	"A=0.116, G=0.884"	"1"	"1"	"0.106337"	"0.02308038"	"0.018-0.028"	2e-22
"rs78234152"	"Bitter alcoholic beverage consumption"	"rs62305780"	"chr4:100290815"	"C=0.884, G=0.116"	"1"	"1"	"0.1025"	"0.0144"	"0.011-0.018"	3e-17
"rs62307322"	"Total cholesterol levels"	"rs62307295"	"chr4:100260545"	"A=0.111, C=0.889"	"0.951086956521739"	"1"	"0.0958"	"0.0277"	"0.019-0.037−1"	2e-09
"rs62307322"	"Alcohol consumption (drinks per week)"	"rs2165670"	"chr4:100286085"	"A=0.116, G=0.884"	"1"	"1"	"0.106337"	"0.02308038"	"0.018-0.028"	2e-22
"rs62307322"	"Bitter alcoholic beverage consumption"	"rs62305780"	"chr4:100290815"	"C=0.884, G=0.116"	"1"	"1"	"0.1025"	"0.0144"	"0.011-0.018"	3e-17
"rs62307323"	"Total cholesterol levels"	"rs62307295"	"chr4:100260545"	"A=0.111, C=0.889"	"0.951086956521739"	"1"	"0.0958"	"0.0277"	"0.019-0.037−1"	2e-09
"rs62307323"	"Alcohol consumption (drinks per week)"	"rs2165670"	"chr4:100286085"	"A=0.116, G=0.884"	"1"	"1"	"0.106337"	"0.02308038"	"0.018-0.028"	2e-22
"rs62307323"	"Bitter alcoholic beverage consumption"	"rs62305780"	"chr4:100290815"	"C=0.884, G=0.116"	"1"	"1"	"0.1025"	"0.0144"	"0.011-0.018"	3e-17
"rs62307324"	"Total cholesterol levels"	"rs62307295"	"chr4:100260545"	"A=0.111, C=0.889"	"0.951086956521739"	"1"	"0.0958"	"0.0277"	"0.019-0.037−1"	2e-09
"rs62307324"	"Alcohol consumption (drinks per week)"	"rs2165670"	"chr4:100286085"	"A=0.116, G=0.884"	"1"	"1"	"0.106337"	"0.02308038"	"0.018-0.028"	2e-22
"rs62307324"	"Bitter alcoholic beverage consumption"	"rs62305780"	"chr4:100290815"	"C=0.884, G=0.116"	"1"	"1"	"0.1025"	"0.0144"	"0.011-0.018"	3e-17
"rs56109716"	"Total cholesterol levels"	"rs62307295"	"chr4:100260545"	"A=0.111, C=0.889"	"0.951086956521739"	"1"	"0.0958"	"0.0277"	"0.019-0.037−1"	2e-09
"rs56109716"	"Alcohol consumption (drinks per week)"	"rs2165670"	"chr4:100286085"	"A=0.116, G=0.884"	"1"	"1"	"0.106337"	"0.02308038"	"0.018-0.028"	2e-22
"rs56109716"	"Bitter alcoholic beverage consumption"	"rs62305780"	"chr4:100290815"	"C=0.884, G=0.116"	"1"	"1"	"0.1025"	"0.0144"	"0.011-0.018"	3e-17
"rs56009681"	"Total cholesterol levels"	"rs62307295"	"chr4:100260545"	"A=0.111, C=0.889"	"0.951086956521739"	"1"	"0.0958"	"0.0277"	"0.019-0.037−1"	2e-09
"rs56009681"	"Alcohol consumption (drinks per week)"	"rs2165670"	"chr4:100286085"	"A=0.116, G=0.884"	"1"	"1"	"0.106337"	"0.02308038"	"0.018-0.028"	2e-22
"rs56009681"	"Bitter alcoholic beverage consumption"	"rs62305780"	"chr4:100290815"	"C=0.884, G=0.116"	"1"	"1"	"0.1025"	"0.0144"	"0.011-0.018"	3e-17
"rs2165670"	"Total cholesterol levels"	"rs62307295"	"chr4:100260545"	"A=0.111, C=0.889"	"0.951086956521739"	"1"	"0.0958"	"0.0277"	"0.019-0.037−1"	2e-09
"rs2165670"	"Alcohol consumption (drinks per week)"	"rs2165670"	"chr4:100286085"	"A=0.116, G=0.884"	"1"	"1"	"0.106337"	"0.02308038"	"0.018-0.028"	2e-22
"rs2165670"	"Bitter alcoholic beverage consumption"	"rs62305780"	"chr4:100290815"	"C=0.884, G=0.116"	"1"	"1"	"0.1025"	"0.0144"	"0.011-0.018"	3e-17
"rs62305761"	"Total cholesterol levels"	"rs62307295"	"chr4:100260545"	"A=0.111, C=0.889"	"0.951086956521739"	"1"	"0.0958"	"0.0277"	"0.019-0.037−1"	2e-09
"rs62305761"	"Alcohol consumption (drinks per week)"	"rs2165670"	"chr4:100286085"	"A=0.116, G=0.884"	"1"	"1"	"0.106337"	"0.02308038"	"0.018-0.028"	2e-22
"rs62305761"	"Bitter alcoholic beverage consumption"	"rs62305780"	"chr4:100290815"	"C=0.884, G=0.116"	"1"	"1"	"0.1025"	"0.0144"	"0.011-0.018"	3e-17
"rs62305762"	"Total cholesterol levels"	"rs62307295"	"chr4:100260545"	"A=0.111, C=0.889"	"0.951086956521739"	"1"	"0.0958"	"0.0277"	"0.019-0.037−1"	2e-09
"rs62305762"	"Alcohol consumption (drinks per week)"	"rs2165670"	"chr4:100286085"	"A=0.116, G=0.884"	"1"	"1"	"0.106337"	"0.02308038"	"0.018-0.028"	2e-22
"rs62305762"	"Bitter alcoholic beverage consumption"	"rs62305780"	"chr4:100290815"	"C=0.884, G=0.116"	"1"	"1"	"0.1025"	"0.0144"	"0.011-0.018"	3e-17
"rs1583973"	"Total cholesterol levels"	"rs62307295"	"chr4:100260545"	"A=0.111, C=0.889"	"0.951086956521739"	"1"	"0.0958"	"0.0277"	"0.019-0.037−1"	2e-09
"rs1583973"	"Alcohol consumption (drinks per week)"	"rs2165670"	"chr4:100286085"	"A=0.116, G=0.884"	"1"	"1"	"0.106337"	"0.02308038"	"0.018-0.028"	2e-22
"rs1583973"	"Bitter alcoholic beverage consumption"	"rs62305780"	"chr4:100290815"	"C=0.884, G=0.116"	"1"	"1"	"0.1025"	"0.0144"	"0.011-0.018"	3e-17
"rs78336107"	"Total cholesterol levels"	"rs62307295"	"chr4:100260545"	"A=0.111, C=0.889"	"0.951086956521739"	"1"	"0.0958"	"0.0277"	"0.019-0.037−1"	2e-09
"rs78336107"	"Alcohol consumption (drinks per week)"	"rs2165670"	"chr4:100286085"	"A=0.116, G=0.884"	"1"	"1"	"0.106337"	"0.02308038"	"0.018-0.028"	2e-22
"rs78336107"	"Bitter alcoholic beverage consumption"	"rs62305780"	"chr4:100290815"	"C=0.884, G=0.116"	"1"	"1"	"0.1025"	"0.0144"	"0.011-0.018"	3e-17
"rs62305763"	"Total cholesterol levels"	"rs62307295"	"chr4:100260545"	"A=0.111, C=0.889"	"0.951086956521739"	"1"	"0.0958"	"0.0277"	"0.019-0.037−1"	2e-09
"rs62305763"	"Alcohol consumption (drinks per week)"	"rs2165670"	"chr4:100286085"	"A=0.116, G=0.884"	"1"	"1"	"0.106337"	"0.02308038"	"0.018-0.028"	2e-22
"rs62305763"	"Bitter alcoholic beverage consumption"	"rs62305780"	"chr4:100290815"	"C=0.884, G=0.116"	"1"	"1"	"0.1025"	"0.0144"	"0.011-0.018"	3e-17
"rs62305764"	"Total cholesterol levels"	"rs62307295"	"chr4:100260545"	"A=0.111, C=0.889"	"0.951086956521739"	"1"	"0.0958"	"0.0277"	"0.019-0.037−1"	2e-09
"rs62305764"	"Alcohol consumption (drinks per week)"	"rs2165670"	"chr4:100286085"	"A=0.116, G=0.884"	"1"	"1"	"0.106337"	"0.02308038"	"0.018-0.028"	2e-22
"rs62305764"	"Bitter alcoholic beverage consumption"	"rs62305780"	"chr4:100290815"	"C=0.884, G=0.116"	"1"	"1"	"0.1025"	"0.0144"	"0.011-0.018"	3e-17
"rs56390365"	"Total cholesterol levels"	"rs62307295"	"chr4:100260545"	"A=0.111, C=0.889"	"0.951086956521739"	"1"	"0.0958"	"0.0277"	"0.019-0.037−1"	2e-09
"rs56390365"	"Alcohol consumption (drinks per week)"	"rs2165670"	"chr4:100286085"	"A=0.116, G=0.884"	"1"	"1"	"0.106337"	"0.02308038"	"0.018-0.028"	2e-22
"rs56390365"	"Bitter alcoholic beverage consumption"	"rs62305780"	"chr4:100290815"	"C=0.884, G=0.116"	"1"	"1"	"0.1025"	"0.0144"	"0.011-0.018"	3e-17
"rs55695526"	"Total cholesterol levels"	"rs62307295"	"chr4:100260545"	"A=0.111, C=0.889"	"0.951086956521739"	"1"	"0.0958"	"0.0277"	"0.019-0.037−1"	2e-09
"rs55695526"	"Alcohol consumption (drinks per week)"	"rs2165670"	"chr4:100286085"	"A=0.116, G=0.884"	"1"	"1"	"0.106337"	"0.02308038"	"0.018-0.028"	2e-22
"rs55695526"	"Bitter alcoholic beverage consumption"	"rs62305780"	"chr4:100290815"	"C=0.884, G=0.116"	"1"	"1"	"0.1025"	"0.0144"	"0.011-0.018"	3e-17
"rs62305780"	"Total cholesterol levels"	"rs62307295"	"chr4:100260545"	"A=0.111, C=0.889"	"0.951086956521739"	"1"	"0.0958"	"0.0277"	"0.019-0.037−1"	2e-09
"rs62305780"	"Alcohol consumption (drinks per week)"	"rs2165670"	"chr4:100286085"	"A=0.116, G=0.884"	"1"	"1"	"0.106337"	"0.02308038"	"0.018-0.028"	2e-22
"rs62305780"	"Bitter alcoholic beverage consumption"	"rs62305780"	"chr4:100290815"	"C=0.884, G=0.116"	"1"	"1"	"0.1025"	"0.0144"	"0.011-0.018"	3e-17
"rs56022000"	"Total cholesterol levels"	"rs62307295"	"chr4:100260545"	"A=0.111, C=0.889"	"0.90625"	"1"	"0.0958"	"0.0277"	"0.019-0.037−1"	2e-09
"rs56022000"	"Alcohol consumption (drinks per week)"	"rs2165670"	"chr4:100286085"	"A=0.116, G=0.884"	"0.952857142857143"	"1"	"0.106337"	"0.02308038"	"0.018-0.028"	2e-22
"rs56022000"	"Bitter alcoholic beverage consumption"	"rs62305780"	"chr4:100290815"	"C=0.884, G=0.116"	"0.952857142857143"	"1"	"0.1025"	"0.0144"	"0.011-0.018"	3e-17
"rs4269183"	"Cardiac Troponin-T levels"	"rs2201728"	"chr4:100163873"	"A=0.515, G=0.485"	"0.97997572815534"	"1"	"NR"	"3.13"	"1.92-5"	5e-06
"rs4269183"	"Metabolite levels"	"rs4147531"	"chr4:100212197"	"A=0.525, G=0.475"	"0.97995951417004"	"1"	"NR"	"0.15412723"	"0.088-0.22"	5e-06
"rs3749550"	"Cardiac Troponin-T levels"	"rs2201728"	"chr4:100163873"	"A=0.515, G=0.485"	"0.920753135813149"	"0.959558823529412"	"NR"	"3.13"	"1.92-5"	5e-06
"rs3749550"	"Metabolite levels"	"rs4147531"	"chr4:100212197"	"A=0.525, G=0.475"	"0.92108261829691"	"0.979349186483104"	"NR"	"0.15412723"	"0.088-0.22"	5e-06
"rs3749551"	"Cardiac Troponin-T levels"	"rs2201728"	"chr4:100163873"	"A=0.515, G=0.485"	"0.920753135813149"	"0.959558823529412"	"NR"	"3.13"	"1.92-5"	5e-06
