"Query"	"GWAS_Trait"	"RS_Number"	"Position_GRCh37"	"Alleles"	"R2"	"D'"	"Risk_Allele"	"Effect_Size_95_CI"	"Beta_or_OR"	"P_value"
"rs4037"	"Electrocardiogram morphology (amplitude at temporal datapoints)"	"rs10882661"	"chr10:97527087"	"A=0.662, G=0.338"	"0.834851100557029"	"0.976358208955224"	"0.680797"	"0.0479275"	"0.036-0.06"	3e-15
"rs4037"	"Electrocardiogram morphology (amplitude at temporal datapoints)"	"rs10882661"	"chr10:97527087"	"A=0.662, G=0.338"	"0.834851100557029"	"0.976358208955224"	"0.680797"	"0.0460936"	"0.034-0.058"	3e-14
"rs4037"	"Electrocardiogram morphology (amplitude at temporal datapoints)"	"rs10882661"	"chr10:97527087"	"A=0.662, G=0.338"	"0.834851100557029"	"0.976358208955224"	"0.680797"	"0.0456839"	"0.034-0.058"	7e-14
"rs4037"	"Electrocardiogram morphology (amplitude at temporal datapoints)"	"rs10882661"	"chr10:97527087"	"A=0.662, G=0.338"	"0.834851100557029"	"0.976358208955224"	"0.680797"	"0.0429528"	"0.031-0.055"	4e-12
"rs4037"	"Electrocardiogram morphology (amplitude at temporal datapoints)"	"rs10882661"	"chr10:97527087"	"A=0.662, G=0.338"	"0.834851100557029"	"0.976358208955224"	"0.680797"	"0.0428924"	"0.031-0.055"	4e-12
"rs4037"	"Electrocardiogram morphology (amplitude at temporal datapoints)"	"rs10882661"	"chr10:97527087"	"A=0.662, G=0.338"	"0.834851100557029"	"0.976358208955224"	"0.680797"	"0.0407263"	"0.029-0.053"	6e-11
"rs4037"	"Electrocardiogram morphology (amplitude at temporal datapoints)"	"rs10882661"	"chr10:97527087"	"A=0.662, G=0.338"	"0.834851100557029"	"0.976358208955224"	"0.680797"	"0.040397"	"0.028-0.052"	1e-10
"rs4037"	"Electrocardiogram morphology (amplitude at temporal datapoints)"	"rs10882661"	"chr10:97527087"	"A=0.662, G=0.338"	"0.834851100557029"	"0.976358208955224"	"0.680797"	"0.0389573"	"0.027-0.051"	8e-10
"rs4037"	"Electrocardiogram morphology (amplitude at temporal datapoints)"	"rs10882661"	"chr10:97527087"	"A=0.662, G=0.338"	"0.834851100557029"	"0.976358208955224"	"0.680797"	"0.0354452"	"0.023-0.047"	3e-08
"rs4037"	"Blood protein levels"	"rs4918970"	"chr10:97563007"	"A=0.343, G=0.657"	"0.85443753796566"	"0.976705882352941"	"0.57296875"	"0.13591346"	"0.089-0.183"	2e-08
"rs4037"	"Blood protein levels"	"rs11188501"	"chr10:97600919"	"A=0.343, G=0.657"	"0.85443753796566"	"0.976705882352941"	"0.34"	"0.21"	"0.15-0.27"	2e-16
"rs8758"	"PR interval"	"rs12359272"	"chr10:97365163"	"A=0.369, G=0.631"	"0.978473581213307"	"1"	"0.37"	"1"	"0.75-1.25"	4e-16
"rs8758"	"PR interval"	"rs10882644"	"chr10:97388579"	"C=0.636, T=0.364"	"1"	"1"	"0.3756"	"0.7597"	"0.63-0.89"	9e-31
"rs8758"	"Blood metabolite levels"	"rs56322409"	"chr10:97395962"	"C=0.364, T=0.636"	"1"	"1"	"0.63"	"0.011"	"0.0071-0.0149"	8e-11
"rs8758"	"Electrocardiogram morphology (amplitude at temporal datapoints)"	"rs10882661"	"chr10:97527087"	"A=0.662, G=0.338"	"0.853545793388564"	"0.976545842217484"	"0.680797"	"0.0479275"	"0.036-0.06"	3e-15
"rs8758"	"Electrocardiogram morphology (amplitude at temporal datapoints)"	"rs10882661"	"chr10:97527087"	"A=0.662, G=0.338"	"0.853545793388564"	"0.976545842217484"	"0.680797"	"0.0460936"	"0.034-0.058"	3e-14
"rs8758"	"Electrocardiogram morphology (amplitude at temporal datapoints)"	"rs10882661"	"chr10:97527087"	"A=0.662, G=0.338"	"0.853545793388564"	"0.976545842217484"	"0.680797"	"0.0456839"	"0.034-0.058"	7e-14
"rs8758"	"Electrocardiogram morphology (amplitude at temporal datapoints)"	"rs10882661"	"chr10:97527087"	"A=0.662, G=0.338"	"0.853545793388564"	"0.976545842217484"	"0.680797"	"0.0429528"	"0.031-0.055"	4e-12
"rs8758"	"Electrocardiogram morphology (amplitude at temporal datapoints)"	"rs10882661"	"chr10:97527087"	"A=0.662, G=0.338"	"0.853545793388564"	"0.976545842217484"	"0.680797"	"0.0428924"	"0.031-0.055"	4e-12
"rs8758"	"Electrocardiogram morphology (amplitude at temporal datapoints)"	"rs10882661"	"chr10:97527087"	"A=0.662, G=0.338"	"0.853545793388564"	"0.976545842217484"	"0.680797"	"0.0407263"	"0.029-0.053"	6e-11
"rs8758"	"Electrocardiogram morphology (amplitude at temporal datapoints)"	"rs10882661"	"chr10:97527087"	"A=0.662, G=0.338"	"0.853545793388564"	"0.976545842217484"	"0.680797"	"0.040397"	"0.028-0.052"	1e-10
"rs8758"	"Electrocardiogram morphology (amplitude at temporal datapoints)"	"rs10882661"	"chr10:97527087"	"A=0.662, G=0.338"	"0.853545793388564"	"0.976545842217484"	"0.680797"	"0.0389573"	"0.027-0.051"	8e-10
"rs8758"	"Electrocardiogram morphology (amplitude at temporal datapoints)"	"rs10882661"	"chr10:97527087"	"A=0.662, G=0.338"	"0.853545793388564"	"0.976545842217484"	"0.680797"	"0.0354452"	"0.023-0.047"	3e-08
"rs8758"	"Blood protein levels"	"rs4918970"	"chr10:97563007"	"A=0.343, G=0.657"	"0.873565772462831"	"0.976890756302521"	"0.57296875"	"0.13591346"	"0.089-0.183"	2e-08
"rs8758"	"Blood protein levels"	"rs11188501"	"chr10:97600919"	"A=0.343, G=0.657"	"0.873565772462831"	"0.976890756302521"	"0.34"	"0.21"	"0.15-0.27"	2e-16
"rs11188396"	"PR interval"	"rs12359272"	"chr10:97365163"	"A=0.369, G=0.631"	"0.957286161147665"	"1"	"0.37"	"1"	"0.75-1.25"	4e-16
"rs11188396"	"PR interval"	"rs10882644"	"chr10:97388579"	"C=0.636, T=0.364"	"0.978346456692913"	"1"	"0.3756"	"0.7597"	"0.63-0.89"	9e-31
"rs11188396"	"Blood metabolite levels"	"rs56322409"	"chr10:97395962"	"C=0.364, T=0.636"	"0.978346456692913"	"1"	"0.63"	"0.011"	"0.0071-0.0149"	8e-11
"rs11188396"	"Electrocardiogram morphology (amplitude at temporal datapoints)"	"rs10882661"	"chr10:97527087"	"A=0.662, G=0.338"	"0.831677177471759"	"0.953461041250441"	"0.680797"	"0.0479275"	"0.036-0.06"	3e-15
"rs11188396"	"Electrocardiogram morphology (amplitude at temporal datapoints)"	"rs10882661"	"chr10:97527087"	"A=0.662, G=0.338"	"0.831677177471759"	"0.953461041250441"	"0.680797"	"0.0460936"	"0.034-0.058"	3e-14
"rs11188396"	"Electrocardiogram morphology (amplitude at temporal datapoints)"	"rs10882661"	"chr10:97527087"	"A=0.662, G=0.338"	"0.831677177471759"	"0.953461041250441"	"0.680797"	"0.0456839"	"0.034-0.058"	7e-14
"rs11188396"	"Electrocardiogram morphology (amplitude at temporal datapoints)"	"rs10882661"	"chr10:97527087"	"A=0.662, G=0.338"	"0.831677177471759"	"0.953461041250441"	"0.680797"	"0.0429528"	"0.031-0.055"	4e-12
"rs11188396"	"Electrocardiogram morphology (amplitude at temporal datapoints)"	"rs10882661"	"chr10:97527087"	"A=0.662, G=0.338"	"0.831677177471759"	"0.953461041250441"	"0.680797"	"0.0428924"	"0.031-0.055"	4e-12
"rs11188396"	"Electrocardiogram morphology (amplitude at temporal datapoints)"	"rs10882661"	"chr10:97527087"	"A=0.662, G=0.338"	"0.831677177471759"	"0.953461041250441"	"0.680797"	"0.0407263"	"0.029-0.053"	6e-11
"rs11188396"	"Electrocardiogram morphology (amplitude at temporal datapoints)"	"rs10882661"	"chr10:97527087"	"A=0.662, G=0.338"	"0.831677177471759"	"0.953461041250441"	"0.680797"	"0.040397"	"0.028-0.052"	1e-10
"rs11188396"	"Electrocardiogram morphology (amplitude at temporal datapoints)"	"rs10882661"	"chr10:97527087"	"A=0.662, G=0.338"	"0.831677177471759"	"0.953461041250441"	"0.680797"	"0.0389573"	"0.027-0.051"	8e-10
"rs11188396"	"Electrocardiogram morphology (amplitude at temporal datapoints)"	"rs10882661"	"chr10:97527087"	"A=0.662, G=0.338"	"0.831677177471759"	"0.953461041250441"	"0.680797"	"0.0354452"	"0.023-0.047"	3e-08
"rs11188396"	"Blood protein levels"	"rs4918970"	"chr10:97563007"	"A=0.343, G=0.657"	"0.851804811123484"	"0.95414543770264"	"0.57296875"	"0.13591346"	"0.089-0.183"	2e-08
"rs11188396"	"Blood protein levels"	"rs11188501"	"chr10:97600919"	"A=0.343, G=0.657"	"0.851804811123484"	"0.95414543770264"	"0.34"	"0.21"	"0.15-0.27"	2e-16
"rs11591779"	"PR interval"	"rs12359272"	"chr10:97365163"	"A=0.369, G=0.631"	"0.978473581213307"	"1"	"0.37"	"1"	"0.75-1.25"	4e-16
"rs11591779"	"PR interval"	"rs10882644"	"chr10:97388579"	"C=0.636, T=0.364"	"1"	"1"	"0.3756"	"0.7597"	"0.63-0.89"	9e-31
"rs11591779"	"Blood metabolite levels"	"rs56322409"	"chr10:97395962"	"C=0.364, T=0.636"	"1"	"1"	"0.63"	"0.011"	"0.0071-0.0149"	8e-11
"rs11591779"	"Electrocardiogram morphology (amplitude at temporal datapoints)"	"rs10882661"	"chr10:97527087"	"A=0.662, G=0.338"	"0.853545793388564"	"0.976545842217484"	"0.680797"	"0.0479275"	"0.036-0.06"	3e-15
"rs11591779"	"Electrocardiogram morphology (amplitude at temporal datapoints)"	"rs10882661"	"chr10:97527087"	"A=0.662, G=0.338"	"0.853545793388564"	"0.976545842217484"	"0.680797"	"0.0460936"	"0.034-0.058"	3e-14
"rs11591779"	"Electrocardiogram morphology (amplitude at temporal datapoints)"	"rs10882661"	"chr10:97527087"	"A=0.662, G=0.338"	"0.853545793388564"	"0.976545842217484"	"0.680797"	"0.0456839"	"0.034-0.058"	7e-14
"rs11591779"	"Electrocardiogram morphology (amplitude at temporal datapoints)"	"rs10882661"	"chr10:97527087"	"A=0.662, G=0.338"	"0.853545793388564"	"0.976545842217484"	"0.680797"	"0.0429528"	"0.031-0.055"	4e-12
"rs11591779"	"Electrocardiogram morphology (amplitude at temporal datapoints)"	"rs10882661"	"chr10:97527087"	"A=0.662, G=0.338"	"0.853545793388564"	"0.976545842217484"	"0.680797"	"0.0428924"	"0.031-0.055"	4e-12
"rs11591779"	"Electrocardiogram morphology (amplitude at temporal datapoints)"	"rs10882661"	"chr10:97527087"	"A=0.662, G=0.338"	"0.853545793388564"	"0.976545842217484"	"0.680797"	"0.0407263"	"0.029-0.053"	6e-11
"rs11591779"	"Electrocardiogram morphology (amplitude at temporal datapoints)"	"rs10882661"	"chr10:97527087"	"A=0.662, G=0.338"	"0.853545793388564"	"0.976545842217484"	"0.680797"	"0.040397"	"0.028-0.052"	1e-10
"rs11591779"	"Electrocardiogram morphology (amplitude at temporal datapoints)"	"rs10882661"	"chr10:97527087"	"A=0.662, G=0.338"	"0.853545793388564"	"0.976545842217484"	"0.680797"	"0.0389573"	"0.027-0.051"	8e-10
"rs11591779"	"Electrocardiogram morphology (amplitude at temporal datapoints)"	"rs10882661"	"chr10:97527087"	"A=0.662, G=0.338"	"0.853545793388564"	"0.976545842217484"	"0.680797"	"0.0354452"	"0.023-0.047"	3e-08
"rs11591779"	"Blood protein levels"	"rs4918970"	"chr10:97563007"	"A=0.343, G=0.657"	"0.873565772462831"	"0.976890756302521"	"0.57296875"	"0.13591346"	"0.089-0.183"	2e-08
"rs11591779"	"Blood protein levels"	"rs11188501"	"chr10:97600919"	"A=0.343, G=0.657"	"0.873565772462831"	"0.976890756302521"	"0.34"	"0.21"	"0.15-0.27"	2e-16
"rs11188398"	"PR interval"	"rs12359272"	"chr10:97365163"	"A=0.369, G=0.631"	"0.978473581213307"	"1"	"0.37"	"1"	"0.75-1.25"	4e-16
"rs11188398"	"PR interval"	"rs10882644"	"chr10:97388579"	"C=0.636, T=0.364"	"1"	"1"	"0.3756"	"0.7597"	"0.63-0.89"	9e-31
"rs11188398"	"Blood metabolite levels"	"rs56322409"	"chr10:97395962"	"C=0.364, T=0.636"	"1"	"1"	"0.63"	"0.011"	"0.0071-0.0149"	8e-11
"rs11188398"	"Electrocardiogram morphology (amplitude at temporal datapoints)"	"rs10882661"	"chr10:97527087"	"A=0.662, G=0.338"	"0.853545793388564"	"0.976545842217484"	"0.680797"	"0.0479275"	"0.036-0.06"	3e-15
"rs11188398"	"Electrocardiogram morphology (amplitude at temporal datapoints)"	"rs10882661"	"chr10:97527087"	"A=0.662, G=0.338"	"0.853545793388564"	"0.976545842217484"	"0.680797"	"0.0460936"	"0.034-0.058"	3e-14
"rs11188398"	"Electrocardiogram morphology (amplitude at temporal datapoints)"	"rs10882661"	"chr10:97527087"	"A=0.662, G=0.338"	"0.853545793388564"	"0.976545842217484"	"0.680797"	"0.0456839"	"0.034-0.058"	7e-14
"rs11188398"	"Electrocardiogram morphology (amplitude at temporal datapoints)"	"rs10882661"	"chr10:97527087"	"A=0.662, G=0.338"	"0.853545793388564"	"0.976545842217484"	"0.680797"	"0.0429528"	"0.031-0.055"	4e-12
"rs11188398"	"Electrocardiogram morphology (amplitude at temporal datapoints)"	"rs10882661"	"chr10:97527087"	"A=0.662, G=0.338"	"0.853545793388564"	"0.976545842217484"	"0.680797"	"0.0428924"	"0.031-0.055"	4e-12
"rs11188398"	"Electrocardiogram morphology (amplitude at temporal datapoints)"	"rs10882661"	"chr10:97527087"	"A=0.662, G=0.338"	"0.853545793388564"	"0.976545842217484"	"0.680797"	"0.0407263"	"0.029-0.053"	6e-11
"rs11188398"	"Electrocardiogram morphology (amplitude at temporal datapoints)"	"rs10882661"	"chr10:97527087"	"A=0.662, G=0.338"	"0.853545793388564"	"0.976545842217484"	"0.680797"	"0.040397"	"0.028-0.052"	1e-10
"rs11188398"	"Electrocardiogram morphology (amplitude at temporal datapoints)"	"rs10882661"	"chr10:97527087"	"A=0.662, G=0.338"	"0.853545793388564"	"0.976545842217484"	"0.680797"	"0.0389573"	"0.027-0.051"	8e-10
"rs11188398"	"Electrocardiogram morphology (amplitude at temporal datapoints)"	"rs10882661"	"chr10:97527087"	"A=0.662, G=0.338"	"0.853545793388564"	"0.976545842217484"	"0.680797"	"0.0354452"	"0.023-0.047"	3e-08
"rs11188398"	"Blood protein levels"	"rs4918970"	"chr10:97563007"	"A=0.343, G=0.657"	"0.873565772462831"	"0.976890756302521"	"0.57296875"	"0.13591346"	"0.089-0.183"	2e-08
"rs11188398"	"Blood protein levels"	"rs11188501"	"chr10:97600919"	"A=0.343, G=0.657"	"0.873565772462831"	"0.976890756302521"	"0.34"	"0.21"	"0.15-0.27"	2e-16
"rs2296691"	"PR interval"	"rs12359272"	"chr10:97365163"	"A=0.369, G=0.631"	"0.978473581213307"	"1"	"0.37"	"1"	"0.75-1.25"	4e-16
"rs2296691"	"PR interval"	"rs10882644"	"chr10:97388579"	"C=0.636, T=0.364"	"1"	"1"	"0.3756"	"0.7597"	"0.63-0.89"	9e-31
"rs2296691"	"Blood metabolite levels"	"rs56322409"	"chr10:97395962"	"C=0.364, T=0.636"	"1"	"1"	"0.63"	"0.011"	"0.0071-0.0149"	8e-11
"rs2296691"	"Electrocardiogram morphology (amplitude at temporal datapoints)"	"rs10882661"	"chr10:97527087"	"A=0.662, G=0.338"	"0.853545793388564"	"0.976545842217484"	"0.680797"	"0.0479275"	"0.036-0.06"	3e-15
"rs2296691"	"Electrocardiogram morphology (amplitude at temporal datapoints)"	"rs10882661"	"chr10:97527087"	"A=0.662, G=0.338"	"0.853545793388564"	"0.976545842217484"	"0.680797"	"0.0460936"	"0.034-0.058"	3e-14
"rs2296691"	"Electrocardiogram morphology (amplitude at temporal datapoints)"	"rs10882661"	"chr10:97527087"	"A=0.662, G=0.338"	"0.853545793388564"	"0.976545842217484"	"0.680797"	"0.0456839"	"0.034-0.058"	7e-14
"rs2296691"	"Electrocardiogram morphology (amplitude at temporal datapoints)"	"rs10882661"	"chr10:97527087"	"A=0.662, G=0.338"	"0.853545793388564"	"0.976545842217484"	"0.680797"	"0.0429528"	"0.031-0.055"	4e-12
"rs2296691"	"Electrocardiogram morphology (amplitude at temporal datapoints)"	"rs10882661"	"chr10:97527087"	"A=0.662, G=0.338"	"0.853545793388564"	"0.976545842217484"	"0.680797"	"0.0428924"	"0.031-0.055"	4e-12
