"Query"	"GWAS_Trait"	"RS_Number"	"Position_GRCh37"	"Alleles"	"R2"	"D'"	"Risk_Allele"	"Effect_Size_95_CI"	"Beta_or_OR"	"P_value"
"rs1154432"	"Alcohol dependence"	"rs1789891"	"chr4:100250419"	"A=0.167, C=0.833"	"1"	"1"	"NR"	"1.46"	"1.28-1.67"	1e-08
"rs1154432"	"Alcohol dependence"	"rs1789891"	"chr4:100250419"	"A=0.167, C=0.833"	"1"	"1"	"0.1407"	"1.469"	NA	2e-08
"rs1154430"	"Alcohol dependence"	"rs1789891"	"chr4:100250419"	"A=0.167, C=0.833"	"1"	"1"	"NR"	"1.46"	"1.28-1.67"	1e-08
"rs1154430"	"Alcohol dependence"	"rs1789891"	"chr4:100250419"	"A=0.167, C=0.833"	"1"	"1"	"0.1407"	"1.469"	NA	2e-08
"rs62307321"	"Total cholesterol levels"	"rs62307295"	"chr4:100260545"	"A=0.111, C=0.889"	"0.951086956521739"	"1"	"0.0958"	"0.0277"	"0.019-0.037−1"	2e-09
"rs62307321"	"Alcohol consumption (drinks per week)"	"rs2165670"	"chr4:100286085"	"A=0.116, G=0.884"	"1"	"1"	"0.106337"	"0.02308038"	"0.018-0.028"	2e-22
"rs62307321"	"Bitter alcoholic beverage consumption"	"rs62305780"	"chr4:100290815"	"C=0.884, G=0.116"	"1"	"1"	"0.1025"	"0.0144"	"0.011-0.018"	3e-17
"rs78234152"	"Total cholesterol levels"	"rs62307295"	"chr4:100260545"	"A=0.111, C=0.889"	"0.951086956521739"	"1"	"0.0958"	"0.0277"	"0.019-0.037−1"	2e-09
"rs78234152"	"Alcohol consumption (drinks per week)"	"rs2165670"	"chr4:100286085"	"A=0.116, G=0.884"	"1"	"1"	"0.106337"	"0.02308038"	"0.018-0.028"	2e-22
"rs78234152"	"Bitter alcoholic beverage consumption"	"rs62305780"	"chr4:100290815"	"C=0.884, G=0.116"	"1"	"1"	"0.1025"	"0.0144"	"0.011-0.018"	3e-17
"rs62307322"	"Total cholesterol levels"	"rs62307295"	"chr4:100260545"	"A=0.111, C=0.889"	"0.951086956521739"	"1"	"0.0958"	"0.0277"	"0.019-0.037−1"	2e-09
"rs62307322"	"Alcohol consumption (drinks per week)"	"rs2165670"	"chr4:100286085"	"A=0.116, G=0.884"	"1"	"1"	"0.106337"	"0.02308038"	"0.018-0.028"	2e-22
"rs62307322"	"Bitter alcoholic beverage consumption"	"rs62305780"	"chr4:100290815"	"C=0.884, G=0.116"	"1"	"1"	"0.1025"	"0.0144"	"0.011-0.018"	3e-17
"rs62307323"	"Total cholesterol levels"	"rs62307295"	"chr4:100260545"	"A=0.111, C=0.889"	"0.951086956521739"	"1"	"0.0958"	"0.0277"	"0.019-0.037−1"	2e-09
"rs62307323"	"Alcohol consumption (drinks per week)"	"rs2165670"	"chr4:100286085"	"A=0.116, G=0.884"	"1"	"1"	"0.106337"	"0.02308038"	"0.018-0.028"	2e-22
"rs62307323"	"Bitter alcoholic beverage consumption"	"rs62305780"	"chr4:100290815"	"C=0.884, G=0.116"	"1"	"1"	"0.1025"	"0.0144"	"0.011-0.018"	3e-17
"rs62307324"	"Total cholesterol levels"	"rs62307295"	"chr4:100260545"	"A=0.111, C=0.889"	"0.951086956521739"	"1"	"0.0958"	"0.0277"	"0.019-0.037−1"	2e-09
"rs62307324"	"Alcohol consumption (drinks per week)"	"rs2165670"	"chr4:100286085"	"A=0.116, G=0.884"	"1"	"1"	"0.106337"	"0.02308038"	"0.018-0.028"	2e-22
"rs62307324"	"Bitter alcoholic beverage consumption"	"rs62305780"	"chr4:100290815"	"C=0.884, G=0.116"	"1"	"1"	"0.1025"	"0.0144"	"0.011-0.018"	3e-17
"rs56109716"	"Total cholesterol levels"	"rs62307295"	"chr4:100260545"	"A=0.111, C=0.889"	"0.951086956521739"	"1"	"0.0958"	"0.0277"	"0.019-0.037−1"	2e-09
"rs56109716"	"Alcohol consumption (drinks per week)"	"rs2165670"	"chr4:100286085"	"A=0.116, G=0.884"	"1"	"1"	"0.106337"	"0.02308038"	"0.018-0.028"	2e-22
"rs56109716"	"Bitter alcoholic beverage consumption"	"rs62305780"	"chr4:100290815"	"C=0.884, G=0.116"	"1"	"1"	"0.1025"	"0.0144"	"0.011-0.018"	3e-17
"rs56009681"	"Total cholesterol levels"	"rs62307295"	"chr4:100260545"	"A=0.111, C=0.889"	"0.951086956521739"	"1"	"0.0958"	"0.0277"	"0.019-0.037−1"	2e-09
"rs56009681"	"Alcohol consumption (drinks per week)"	"rs2165670"	"chr4:100286085"	"A=0.116, G=0.884"	"1"	"1"	"0.106337"	"0.02308038"	"0.018-0.028"	2e-22
"rs56009681"	"Bitter alcoholic beverage consumption"	"rs62305780"	"chr4:100290815"	"C=0.884, G=0.116"	"1"	"1"	"0.1025"	"0.0144"	"0.011-0.018"	3e-17
"rs2165670"	"Total cholesterol levels"	"rs62307295"	"chr4:100260545"	"A=0.111, C=0.889"	"0.951086956521739"	"1"	"0.0958"	"0.0277"	"0.019-0.037−1"	2e-09
"rs2165670"	"Alcohol consumption (drinks per week)"	"rs2165670"	"chr4:100286085"	"A=0.116, G=0.884"	"1"	"1"	"0.106337"	"0.02308038"	"0.018-0.028"	2e-22
"rs2165670"	"Bitter alcoholic beverage consumption"	"rs62305780"	"chr4:100290815"	"C=0.884, G=0.116"	"1"	"1"	"0.1025"	"0.0144"	"0.011-0.018"	3e-17
"rs62305761"	"Total cholesterol levels"	"rs62307295"	"chr4:100260545"	"A=0.111, C=0.889"	"0.951086956521739"	"1"	"0.0958"	"0.0277"	"0.019-0.037−1"	2e-09
"rs62305761"	"Alcohol consumption (drinks per week)"	"rs2165670"	"chr4:100286085"	"A=0.116, G=0.884"	"1"	"1"	"0.106337"	"0.02308038"	"0.018-0.028"	2e-22
"rs62305761"	"Bitter alcoholic beverage consumption"	"rs62305780"	"chr4:100290815"	"C=0.884, G=0.116"	"1"	"1"	"0.1025"	"0.0144"	"0.011-0.018"	3e-17
"rs62305762"	"Total cholesterol levels"	"rs62307295"	"chr4:100260545"	"A=0.111, C=0.889"	"0.951086956521739"	"1"	"0.0958"	"0.0277"	"0.019-0.037−1"	2e-09
"rs62305762"	"Alcohol consumption (drinks per week)"	"rs2165670"	"chr4:100286085"	"A=0.116, G=0.884"	"1"	"1"	"0.106337"	"0.02308038"	"0.018-0.028"	2e-22
"rs62305762"	"Bitter alcoholic beverage consumption"	"rs62305780"	"chr4:100290815"	"C=0.884, G=0.116"	"1"	"1"	"0.1025"	"0.0144"	"0.011-0.018"	3e-17
"rs1583973"	"Total cholesterol levels"	"rs62307295"	"chr4:100260545"	"A=0.111, C=0.889"	"0.951086956521739"	"1"	"0.0958"	"0.0277"	"0.019-0.037−1"	2e-09
"rs1583973"	"Alcohol consumption (drinks per week)"	"rs2165670"	"chr4:100286085"	"A=0.116, G=0.884"	"1"	"1"	"0.106337"	"0.02308038"	"0.018-0.028"	2e-22
"rs1583973"	"Bitter alcoholic beverage consumption"	"rs62305780"	"chr4:100290815"	"C=0.884, G=0.116"	"1"	"1"	"0.1025"	"0.0144"	"0.011-0.018"	3e-17
"rs78336107"	"Total cholesterol levels"	"rs62307295"	"chr4:100260545"	"A=0.111, C=0.889"	"0.951086956521739"	"1"	"0.0958"	"0.0277"	"0.019-0.037−1"	2e-09
"rs78336107"	"Alcohol consumption (drinks per week)"	"rs2165670"	"chr4:100286085"	"A=0.116, G=0.884"	"1"	"1"	"0.106337"	"0.02308038"	"0.018-0.028"	2e-22
"rs78336107"	"Bitter alcoholic beverage consumption"	"rs62305780"	"chr4:100290815"	"C=0.884, G=0.116"	"1"	"1"	"0.1025"	"0.0144"	"0.011-0.018"	3e-17
"rs62305763"	"Total cholesterol levels"	"rs62307295"	"chr4:100260545"	"A=0.111, C=0.889"	"0.951086956521739"	"1"	"0.0958"	"0.0277"	"0.019-0.037−1"	2e-09
"rs62305763"	"Alcohol consumption (drinks per week)"	"rs2165670"	"chr4:100286085"	"A=0.116, G=0.884"	"1"	"1"	"0.106337"	"0.02308038"	"0.018-0.028"	2e-22
"rs62305763"	"Bitter alcoholic beverage consumption"	"rs62305780"	"chr4:100290815"	"C=0.884, G=0.116"	"1"	"1"	"0.1025"	"0.0144"	"0.011-0.018"	3e-17
"rs62305764"	"Total cholesterol levels"	"rs62307295"	"chr4:100260545"	"A=0.111, C=0.889"	"0.951086956521739"	"1"	"0.0958"	"0.0277"	"0.019-0.037−1"	2e-09
"rs62305764"	"Alcohol consumption (drinks per week)"	"rs2165670"	"chr4:100286085"	"A=0.116, G=0.884"	"1"	"1"	"0.106337"	"0.02308038"	"0.018-0.028"	2e-22
"rs62305764"	"Bitter alcoholic beverage consumption"	"rs62305780"	"chr4:100290815"	"C=0.884, G=0.116"	"1"	"1"	"0.1025"	"0.0144"	"0.011-0.018"	3e-17
"rs56390365"	"Total cholesterol levels"	"rs62307295"	"chr4:100260545"	"A=0.111, C=0.889"	"0.951086956521739"	"1"	"0.0958"	"0.0277"	"0.019-0.037−1"	2e-09
"rs56390365"	"Alcohol consumption (drinks per week)"	"rs2165670"	"chr4:100286085"	"A=0.116, G=0.884"	"1"	"1"	"0.106337"	"0.02308038"	"0.018-0.028"	2e-22
"rs56390365"	"Bitter alcoholic beverage consumption"	"rs62305780"	"chr4:100290815"	"C=0.884, G=0.116"	"1"	"1"	"0.1025"	"0.0144"	"0.011-0.018"	3e-17
"rs55695526"	"Total cholesterol levels"	"rs62307295"	"chr4:100260545"	"A=0.111, C=0.889"	"0.951086956521739"	"1"	"0.0958"	"0.0277"	"0.019-0.037−1"	2e-09
"rs55695526"	"Alcohol consumption (drinks per week)"	"rs2165670"	"chr4:100286085"	"A=0.116, G=0.884"	"1"	"1"	"0.106337"	"0.02308038"	"0.018-0.028"	2e-22
"rs55695526"	"Bitter alcoholic beverage consumption"	"rs62305780"	"chr4:100290815"	"C=0.884, G=0.116"	"1"	"1"	"0.1025"	"0.0144"	"0.011-0.018"	3e-17
"rs62305780"	"Total cholesterol levels"	"rs62307295"	"chr4:100260545"	"A=0.111, C=0.889"	"0.951086956521739"	"1"	"0.0958"	"0.0277"	"0.019-0.037−1"	2e-09
"rs62305780"	"Alcohol consumption (drinks per week)"	"rs2165670"	"chr4:100286085"	"A=0.116, G=0.884"	"1"	"1"	"0.106337"	"0.02308038"	"0.018-0.028"	2e-22
"rs62305780"	"Bitter alcoholic beverage consumption"	"rs62305780"	"chr4:100290815"	"C=0.884, G=0.116"	"1"	"1"	"0.1025"	"0.0144"	"0.011-0.018"	3e-17
"rs1302808"	"Alcohol dependence"	"rs1789891"	"chr4:100250419"	"A=0.167, C=0.833"	"0.842105263157895"	"1"	"NR"	"1.46"	"1.28-1.67"	1e-08
"rs1302808"	"Alcohol dependence"	"rs1789891"	"chr4:100250419"	"A=0.167, C=0.833"	"0.842105263157895"	"1"	"0.1407"	"1.469"	NA	2e-08
"rs56022000"	"Total cholesterol levels"	"rs62307295"	"chr4:100260545"	"A=0.111, C=0.889"	"0.90625"	"1"	"0.0958"	"0.0277"	"0.019-0.037−1"	2e-09
"rs56022000"	"Alcohol consumption (drinks per week)"	"rs2165670"	"chr4:100286085"	"A=0.116, G=0.884"	"0.952857142857143"	"1"	"0.106337"	"0.02308038"	"0.018-0.028"	2e-22
"rs56022000"	"Bitter alcoholic beverage consumption"	"rs62305780"	"chr4:100290815"	"C=0.884, G=0.116"	"0.952857142857143"	"1"	"0.1025"	"0.0144"	"0.011-0.018"	3e-17
"rs1813977"	"Alcohol dependence"	"rs2075633"	"chr4:100238998"	"C=0.278, T=0.722"	"0.975"	"1"	"NR"	"2.52"	"2.38-2.66"	5e-21
"rs4699739"	"Alcohol dependence"	"rs2075633"	"chr4:100238998"	"C=0.278, T=0.722"	"0.975"	"1"	"NR"	"2.52"	"2.38-2.66"	5e-21
"rs35333426"	"Alcohol dependence"	"rs2075633"	"chr4:100238998"	"C=0.278, T=0.722"	"1"	"1"	"NR"	"2.52"	"2.38-2.66"	5e-21
"rs13106840"	"Alcohol dependence"	"rs2075633"	"chr4:100238998"	"C=0.278, T=0.722"	"1"	"1"	"NR"	"2.52"	"2.38-2.66"	5e-21
"rs1042026"	"Alcohol dependence"	"rs2075633"	"chr4:100238998"	"C=0.278, T=0.722"	"1"	"1"	"NR"	"2.52"	"2.38-2.66"	5e-21
"rs10005290"	"Alcohol dependence"	"rs2075633"	"chr4:100238998"	"C=0.278, T=0.722"	"1"	"1"	"NR"	"2.52"	"2.38-2.66"	5e-21
"rs10033960"	"Alcohol dependence"	"rs2075633"	"chr4:100238998"	"C=0.278, T=0.722"	"1"	"1"	"NR"	"2.52"	"2.38-2.66"	5e-21
"rs11730075"	"Alcohol dependence"	"rs2075633"	"chr4:100238998"	"C=0.278, T=0.722"	"1"	"1"	"NR"	"2.52"	"2.38-2.66"	5e-21
"rs2066701"	"Alcohol dependence"	"rs2075633"	"chr4:100238998"	"C=0.278, T=0.722"	"1"	"1"	"NR"	"2.52"	"2.38-2.66"	5e-21
"rs2075633"	"Alcohol dependence"	"rs2075633"	"chr4:100238998"	"C=0.278, T=0.722"	"1"	"1"	"NR"	"2.52"	"2.38-2.66"	5e-21
"rs2070898"	"Alcohol dependence"	"rs2075633"	"chr4:100238998"	"C=0.278, T=0.722"	"0.926027397260274"	"1"	"NR"	"2.52"	"2.38-2.66"	5e-21
"rs1693435"	"HDL cholesterol levels"	"rs13147189"	"chr4:100270256"	"C=0.359, T=0.641"	"0.978346456692913"	"1"	"0.683123"	"0.0143403"	"0.01-0.018"	3e-12
"rs1693435"	"Serum 25-Hydroxyvitamin D levels"	"rs1614377"	"chr4:100279332"	"A=0.359, G=0.641"	"0.978346456692913"	"1"	"NR"	"0.0141241"	"0.0095-0.0187"	2e-09
"rs2213042"	"Alcohol dependence"	"rs2173201"	"chr4:100250970"	"A=0.207, C=0.793"	"0.862918859041817"	"1"	"0.453"	"0.0268"	"(,)"	1e-10
"rs2213042"	"Alcohol dependence"	"rs1614972"	"chr4:100258155"	"C=0.768, T=0.232"	"1"	"1"	"0.522"	"0.0277"	"(,)"	3e-09
"rs2213042"	"Alcohol consumption (drinks per week) (MTAG)"	"rs3846449"	"chr4:100259126"	"C=0.207, T=0.793"	"0.862918859041817"	"1"	"0.222"	"0.0134997"	"0.01-0.017"	2e-17
"rs2213042"	"Alcohol dependence"	"rs2241894"	"chr4:100266133"	"C=0.207, T=0.793"	"0.862918859041817"	"1"	"0.46"	"0.0265"	"(,)"	5e-10
"rs2213042"	"Alcohol dependence"	"rs12639833"	"chr4:100267372"	"C=0.793, T=0.207"	"0.862918859041817"	"1"	"0.46"	"0.0266"	"(,)"	3e-10
"rs2213042"	"Serum 25-Hydroxyvitamin D levels"	"rs12642639"	"chr4:100301241"	"A=0.197, C=0.803"	"0.810500410172272"	"1"	"NR"	"0.0152566"	"0.01-0.02"	2e-09
"rs1789892"	"Alcohol consumption (drinks per week)"	"rs1789892"	"chr4:100250658"	"A=0.475, G=0.525"	"1"	"1"	"0.4198"	"0.021832775"	"0.017-0.026"	5e-22
"rs1789892"	"Problematic alcohol use (MTAG)"	"rs1154433"	"chr4:100253708"	"A=0.525, G=0.475"	"1"	"1"	"0.4076"	"0.026113842"	"0.022-0.03"	1e-35
"rs1789892"	"Alcohol consumption (drinks per week) (MTAG)"	"rs1154433"	"chr4:100253708"	"A=0.525, G=0.475"	"1"	"1"	"0.399"	"0.022084095"	"0.019-0.026"	3e-36
"rs1789892"	"Alcohol use disorder"	"rs1154433"	"chr4:100253708"	"A=0.525, G=0.475"	"1"	"1"	"0.596"	"1.0699764"	"1.05-1.09"	1e-14
"rs1789892"	"Alcohol use disorder (consumption score)"	"rs1229978"	"chr4:100256199"	"C=0.475, T=0.525"	"1"	"1"	"0.403"	"0.04224"	"0.031-0.053"	1e-14
"rs1789892"	"Alcohol use disorder"	"rs1612735"	"chr4:100258007"	"C=0.475, T=0.525"	"1"	"1"	"0.656"	"8.86"	NA	8e-19
"rs1789892"	"C-reactive protein levels"	"rs1693456"	"chr4:100259351"	"A=0.475, G=0.525"	"1"	"1"	"0.58074"	"0.012824"	"0.0087-0.017"	1e-09
"rs1789892"	"Alcohol consumption in current drinkers"	"rs2298755"	"chr4:100261038"	"C=0.525, G=0.475"	"1"	"1"	"0.41"	"0.019"	"0.013-0.025"	1e-09
"rs1789892"	"Alcohol consumption"	"rs35081954"	"chr4:100270818"	"-=0.53, TG=0.47"	"0.979939209726444"	"1"	"0.42"	"0.018"	"0.012-0.024"	2e-09
"rs1789892"	"Alcohol use disorder (consumption score)"	"rs72119590"	"chr4:100270960"	"-=0.47, TCTG=0.53"	"0.979939209726444"	"1"	"0.345"	"9.82"	NA	1e-22
"rs1789892"	"Apolipoprotein A1 levels"	"rs1583974"	"chr4:100287812"	"C=0.525, G=0.475"	"1"	"1"	"0.584949"	"0.0183036"	"0.014-0.022"	7e-20
"rs2173201"	"Alcohol dependence"	"rs2173201"	"chr4:100250970"	"A=0.207, C=0.793"	"1"	"1"	"0.453"	"0.0268"	"(,)"	1e-10
"rs2173201"	"Alcohol dependence"	"rs1614972"	"chr4:100258155"	"C=0.768, T=0.232"	"0.862918859041817"	"1"	"0.522"	"0.0277"	"(,)"	3e-09
"rs2173201"	"Alcohol consumption (drinks per week) (MTAG)"	"rs3846449"	"chr4:100259126"	"C=0.207, T=0.793"	"1"	"1"	"0.222"	"0.0134997"	"0.01-0.017"	2e-17
"rs2173201"	"Alcohol dependence"	"rs2241894"	"chr4:100266133"	"C=0.207, T=0.793"	"1"	"1"	"0.46"	"0.0265"	"(,)"	5e-10
"rs2173201"	"Alcohol dependence"	"rs12639833"	"chr4:100267372"	"C=0.793, T=0.207"	"1"	"1"	"0.46"	"0.0266"	"(,)"	3e-10
"rs2173201"	"Serum 25-Hydroxyvitamin D levels"	"rs12642639"	"chr4:100301241"	"A=0.197, C=0.803"	"0.939254486884492"	"1"	"NR"	"0.0152566"	"0.01-0.02"	2e-09
"rs2173201"	"Bitter alcoholic beverage consumption"	"rs17028973"	"chr4:100322786"	"C=0.187, T=0.813"	"0.82104966490077"	"0.965914959545533"	"0.8118"	"0.0103"	"0.0078-0.0128"	5e-15
"rs1154433"	"Alcohol consumption (drinks per week)"	"rs1789892"	"chr4:100250658"	"A=0.475, G=0.525"	"1"	"1"	"0.4198"	"0.021832775"	"0.017-0.026"	5e-22
"rs1154433"	"Problematic alcohol use (MTAG)"	"rs1154433"	"chr4:100253708"	"A=0.525, G=0.475"	"1"	"1"	"0.4076"	"0.026113842"	"0.022-0.03"	1e-35
"rs1154433"	"Alcohol consumption (drinks per week) (MTAG)"	"rs1154433"	"chr4:100253708"	"A=0.525, G=0.475"	"1"	"1"	"0.399"	"0.022084095"	"0.019-0.026"	3e-36
"rs1154433"	"Alcohol use disorder"	"rs1154433"	"chr4:100253708"	"A=0.525, G=0.475"	"1"	"1"	"0.596"	"1.0699764"	"1.05-1.09"	1e-14
"rs1154433"	"Alcohol use disorder (consumption score)"	"rs1229978"	"chr4:100256199"	"C=0.475, T=0.525"	"1"	"1"	"0.403"	"0.04224"	"0.031-0.053"	1e-14
"rs1154433"	"Alcohol use disorder"	"rs1612735"	"chr4:100258007"	"C=0.475, T=0.525"	"1"	"1"	"0.656"	"8.86"	NA	8e-19
"rs1154433"	"C-reactive protein levels"	"rs1693456"	"chr4:100259351"	"A=0.475, G=0.525"	"1"	"1"	"0.58074"	"0.012824"	"0.0087-0.017"	1e-09
"rs1154433"	"Alcohol consumption in current drinkers"	"rs2298755"	"chr4:100261038"	"C=0.525, G=0.475"	"1"	"1"	"0.41"	"0.019"	"0.013-0.025"	1e-09
"rs1154433"	"Alcohol consumption"	"rs35081954"	"chr4:100270818"	"-=0.53, TG=0.47"	"0.979939209726444"	"1"	"0.42"	"0.018"	"0.012-0.024"	2e-09
"rs1154433"	"Alcohol use disorder (consumption score)"	"rs72119590"	"chr4:100270960"	"-=0.47, TCTG=0.53"	"0.979939209726444"	"1"	"0.345"	"9.82"	NA	1e-22
"rs1154433"	"Apolipoprotein A1 levels"	"rs1583974"	"chr4:100287812"	"C=0.525, G=0.475"	"1"	"1"	"0.584949"	"0.0183036"	"0.014-0.022"	7e-20
"rs1229979"	"HDL cholesterol levels"	"rs13147189"	"chr4:100270256"	"C=0.359, T=0.641"	"0.978346456692913"	"1"	"0.683123"	"0.0143403"	"0.01-0.018"	3e-12
"rs1229979"	"Serum 25-Hydroxyvitamin D levels"	"rs1614377"	"chr4:100279332"	"A=0.359, G=0.641"	"0.978346456692913"	"1"	"NR"	"0.0141241"	"0.0095-0.0187"	2e-09
"rs58223772"	"Alcohol dependence"	"rs2173201"	"chr4:100250970"	"A=0.207, C=0.793"	"1"	"1"	"0.453"	"0.0268"	"(,)"	1e-10
"rs58223772"	"Alcohol dependence"	"rs1614972"	"chr4:100258155"	"C=0.768, T=0.232"	"0.862918859041817"	"1"	"0.522"	"0.0277"	"(,)"	3e-09
"rs58223772"	"Alcohol consumption (drinks per week) (MTAG)"	"rs3846449"	"chr4:100259126"	"C=0.207, T=0.793"	"1"	"1"	"0.222"	"0.0134997"	"0.01-0.017"	2e-17
"rs58223772"	"Alcohol dependence"	"rs2241894"	"chr4:100266133"	"C=0.207, T=0.793"	"1"	"1"	"0.46"	"0.0265"	"(,)"	5e-10
"rs58223772"	"Alcohol dependence"	"rs12639833"	"chr4:100267372"	"C=0.793, T=0.207"	"1"	"1"	"0.46"	"0.0266"	"(,)"	3e-10
"rs58223772"	"Serum 25-Hydroxyvitamin D levels"	"rs12642639"	"chr4:100301241"	"A=0.197, C=0.803"	"0.939254486884492"	"1"	"NR"	"0.0152566"	"0.01-0.02"	2e-09
"rs58223772"	"Bitter alcoholic beverage consumption"	"rs17028973"	"chr4:100322786"	"C=0.187, T=0.813"	"0.82104966490077"	"0.965914959545533"	"0.8118"	"0.0103"	"0.0078-0.0128"	5e-15
"rs1229978"	"Alcohol consumption (drinks per week)"	"rs1789892"	"chr4:100250658"	"A=0.475, G=0.525"	"1"	"1"	"0.4198"	"0.021832775"	"0.017-0.026"	5e-22
"rs1229978"	"Problematic alcohol use (MTAG)"	"rs1154433"	"chr4:100253708"	"A=0.525, G=0.475"	"1"	"1"	"0.4076"	"0.026113842"	"0.022-0.03"	1e-35
"rs1229978"	"Alcohol consumption (drinks per week) (MTAG)"	"rs1154433"	"chr4:100253708"	"A=0.525, G=0.475"	"1"	"1"	"0.399"	"0.022084095"	"0.019-0.026"	3e-36
"rs1229978"	"Alcohol use disorder"	"rs1154433"	"chr4:100253708"	"A=0.525, G=0.475"	"1"	"1"	"0.596"	"1.0699764"	"1.05-1.09"	1e-14
"rs1229978"	"Alcohol use disorder (consumption score)"	"rs1229978"	"chr4:100256199"	"C=0.475, T=0.525"	"1"	"1"	"0.403"	"0.04224"	"0.031-0.053"	1e-14
"rs1229978"	"Alcohol use disorder"	"rs1612735"	"chr4:100258007"	"C=0.475, T=0.525"	"1"	"1"	"0.656"	"8.86"	NA	8e-19
"rs1229978"	"C-reactive protein levels"	"rs1693456"	"chr4:100259351"	"A=0.475, G=0.525"	"1"	"1"	"0.58074"	"0.012824"	"0.0087-0.017"	1e-09
"rs1229978"	"Alcohol consumption in current drinkers"	"rs2298755"	"chr4:100261038"	"C=0.525, G=0.475"	"1"	"1"	"0.41"	"0.019"	"0.013-0.025"	1e-09
"rs1229978"	"Alcohol consumption"	"rs35081954"	"chr4:100270818"	"-=0.53, TG=0.47"	"0.979939209726444"	"1"	"0.42"	"0.018"	"0.012-0.024"	2e-09
"rs1229978"	"Alcohol use disorder (consumption score)"	"rs72119590"	"chr4:100270960"	"-=0.47, TCTG=0.53"	"0.979939209726444"	"1"	"0.345"	"9.82"	NA	1e-22
"rs1229978"	"Apolipoprotein A1 levels"	"rs1583974"	"chr4:100287812"	"C=0.525, G=0.475"	"1"	"1"	"0.584949"	"0.0183036"	"0.014-0.022"	7e-20
"rs1789895"	"HDL cholesterol levels"	"rs13147189"	"chr4:100270256"	"C=0.359, T=0.641"	"0.978346456692913"	"1"	"0.683123"	"0.0143403"	"0.01-0.018"	3e-12
"rs1789895"	"Serum 25-Hydroxyvitamin D levels"	"rs1614377"	"chr4:100279332"	"A=0.359, G=0.641"	"0.978346456692913"	"1"	"NR"	"0.0141241"	"0.0095-0.0187"	2e-09
"rs1662031"	"Alcohol consumption (drinks per week)"	"rs1789892"	"chr4:100250658"	"A=0.475, G=0.525"	"1"	"1"	"0.4198"	"0.021832775"	"0.017-0.026"	5e-22
"rs1662031"	"Problematic alcohol use (MTAG)"	"rs1154433"	"chr4:100253708"	"A=0.525, G=0.475"	"1"	"1"	"0.4076"	"0.026113842"	"0.022-0.03"	1e-35
"rs1662031"	"Alcohol consumption (drinks per week) (MTAG)"	"rs1154433"	"chr4:100253708"	"A=0.525, G=0.475"	"1"	"1"	"0.399"	"0.022084095"	"0.019-0.026"	3e-36
"rs1662031"	"Alcohol use disorder"	"rs1154433"	"chr4:100253708"	"A=0.525, G=0.475"	"1"	"1"	"0.596"	"1.0699764"	"1.05-1.09"	1e-14
"rs1662031"	"Alcohol use disorder (consumption score)"	"rs1229978"	"chr4:100256199"	"C=0.475, T=0.525"	"1"	"1"	"0.403"	"0.04224"	"0.031-0.053"	1e-14
"rs1662031"	"Alcohol use disorder"	"rs1612735"	"chr4:100258007"	"C=0.475, T=0.525"	"1"	"1"	"0.656"	"8.86"	NA	8e-19
